Canale,isi_min(s)
EEGFp1,1.1171875
EEGFp1,2.7421875
EEGFp1,2.7421875
EEGFp2,1.015625
EEGFp2,2.234375
EEGFp2,2.9453125
EEGFp2,3.3515625
EEGF7,1.3203125
EEGF7,2.9453125
EEGF7,3.1484375
EEGF7,4.0625
EEGF3,1.1171875
EEGF3,1.1171875
EEGF3,1.5234375
EEGF3,2.03125
EEGF3,2.3359375
EEGF3,2.5390625
EEGF3,2.640625
EEGFz,1.015625
EEGFz,1.5234375
EEGFz,1.9296875
EEGFz,2.5390625
EEGFz,2.640625
EEGF4,0.9140625
EEGF4,2.1328125
EEGF4,2.7421875
EEGF4,2.84375
EEGF4,2.9453125
EEGF4,2.9453125
EEGF4,2.9453125
EEGF4,3.1484375
EEGF8,0.9140625
EEGF8,2.234375
EEGF8,2.84375
EEGF8,2.84375
EEGF8,2.84375
EEGF8,3.453125
EEGT3,38.8984375
EEGC3,1.7265625
EEGC3,3.65625
EEGCz,2.4375
EEGCz,2.84375
EEGCz,3.859375
EEGCz,4.3671875
EEGCz,4.46875
EEGC4,2.3359375
EEGC4,2.4375
EEGC4,2.640625
EEGC4,3.453125
EEGC4,3.7578125
EEGC4,4.5703125
EEGT4,2.7421875
EEGT5,7.3125
EEGT5,9.4453125
EEGP3,25.4921875
EEGP4,0.9140625
EEGP4,2.640625
EEGP4,2.7421875
EEGT6,2.640625
EEGO1,3.3515625
EEGO1,6.296875
EEGO2,2.3359375
EEGO2,3.7578125
