Canale,isi_min(s)
EEGFp1,0.9140625
EEGFp1,1.5234375
EEGFp1,1.7265625
EEGFp1,1.7265625
EEGFp1,1.7265625
EEGFp1,1.7265625
EEGFp1,2.03125
EEGFp2,1.015625
EEGFp2,1.015625
EEGFp2,1.1171875
EEGFp2,1.21875
EEGFp2,1.3203125
EEGFp2,1.421875
EEGFp2,1.7265625
EEGFp2,2.03125
EEGF7,0.9140625
EEGF7,0.9140625
EEGF7,0.9140625
EEGF7,1.015625
EEGF7,1.21875
EEGF7,1.421875
EEGF7,1.7265625
EEGF7,1.9296875
EEGF7,2.03125
EEGF3,0.9140625
EEGF3,0.9140625
EEGF3,0.9140625
EEGF3,1.7265625
EEGF3,2.03125
EEGF3,2.03125
EEGF3,2.03125
EEGFz,0.9140625
EEGFz,1.015625
EEGFz,1.1171875
EEGFz,1.1171875
EEGFz,1.1171875
EEGFz,1.1171875
EEGFz,1.21875
EEGFz,1.3203125
EEGFz,1.3203125
EEGFz,1.421875
EEGF4,1.015625
EEGF4,1.1171875
EEGF4,1.3203125
EEGF4,1.3203125
EEGF4,1.3203125
EEGF4,1.3203125
EEGF4,1.5234375
EEGF4,1.828125
EEGF8,1.015625
EEGF8,1.1171875
EEGF8,1.1171875
EEGF8,1.21875
EEGF8,1.5234375
EEGF8,1.625
EEGF8,1.7265625
EEGF8,1.7265625
EEGT3,0.9140625
EEGT3,1.1171875
EEGT3,1.21875
EEGT3,1.5234375
EEGT3,1.625
EEGT3,1.7265625
EEGT3,1.828125
EEGT3,1.828125
EEGT3,2.03125
EEGC3,0.9140625
EEGC3,0.9140625
EEGC3,1.421875
EEGC3,1.5234375
EEGC3,1.625
EEGC3,1.625
EEGC3,1.828125
EEGC3,1.828125
EEGC3,1.9296875
EEGCz,1.1171875
EEGCz,1.21875
EEGCz,1.3203125
EEGCz,1.421875
EEGCz,1.5234375
EEGCz,1.7265625
EEGCz,1.7265625
EEGCz,1.7265625
EEGC4,1.21875
EEGC4,1.3203125
EEGC4,1.625
EEGC4,1.828125
EEGC4,1.9296875
EEGC4,2.1328125
EEGT4,1.1171875
EEGT4,1.21875
EEGT4,1.7265625
EEGT4,1.9296875
EEGT4,1.9296875
EEGT4,2.1328125
EEGT4,2.234375
EEGT4,2.234375
EEGT4,2.3359375
EEGT5,0.9140625
EEGT5,1.015625
EEGT5,1.3203125
EEGT5,1.421875
EEGT5,1.625
EEGT5,1.625
EEGT5,1.828125
EEGT5,2.03125
EEGP3,0.9140625
EEGP3,1.015625
EEGP3,1.015625
EEGP3,1.015625
EEGP3,1.015625
EEGP3,1.1171875
EEGP3,1.21875
EEGP3,1.3203125
EEGPz,0.9140625
EEGPz,0.9140625
EEGPz,1.7265625
EEGPz,1.828125
EEGPz,2.03125
EEGPz,2.1328125
EEGP4,1.015625
EEGP4,1.3203125
EEGP4,1.421875
EEGP4,1.625
EEGP4,1.828125
EEGP4,2.03125
EEGP4,2.1328125
EEGT6,1.015625
EEGT6,1.1171875
EEGT6,1.1171875
EEGT6,1.625
EEGT6,1.625
EEGT6,1.625
EEGT6,1.9296875
EEGO1,0.9140625
EEGO1,0.9140625
EEGO1,1.015625
EEGO1,1.7265625
EEGO1,1.9296875
EEGO1,2.1328125
EEGO1,2.1328125
EEGO2,1.015625
EEGO2,1.3203125
EEGO2,1.5234375
EEGO2,1.7265625
EEGO2,1.7265625
EEGO2,1.828125
EEGO2,1.9296875
