Canale,isi_min(s)
EEGFp1,1.625
EEGFp2,0.9140625
EEGFp2,1.1171875
EEGFp2,1.421875
EEGF7,0.9140625
EEGF7,0.9140625
EEGF7,1.015625
EEGF7,1.015625
EEGF3,1.015625
EEGF3,1.5234375
EEGFz,1.3203125
EEGFz,1.7265625
EEGFz,2.84375
EEGF4,1.015625
EEGF4,1.3203125
EEGF4,1.5234375
EEGF8,0.9140625
EEGF8,1.3203125
EEGF8,1.421875
EEGT3,1.421875
EEGT3,1.625
EEGT3,1.828125
EEGT3,2.1328125
EEGC3,1.1171875
EEGC3,1.3203125
EEGC3,1.625
EEGC3,1.828125
EEGCz,0.9140625
EEGCz,1.1171875
EEGCz,1.3203125
EEGCz,2.1328125
EEGC4,1.015625
EEGC4,1.015625
EEGC4,1.21875
EEGC4,1.7265625
EEGC4,1.9296875
EEGT4,0.9140625
EEGT4,1.3203125
EEGT4,1.3203125
EEGT4,1.5234375
EEGT4,2.3359375
EEGT5,0.9140625
EEGT5,1.015625
EEGT5,1.015625
EEGT5,1.015625
EEGT5,1.21875
EEGT5,1.21875
EEGT5,1.21875
EEGP3,1.015625
EEGP3,1.7265625
EEGP3,2.1328125
EEGP3,2.9453125
EEGP4,0.9140625
EEGP4,1.015625
EEGP4,1.015625
EEGP4,1.015625
EEGP4,1.015625
EEGP4,1.1171875
EEGP4,1.1171875
EEGP4,1.1171875
EEGP4,1.1171875
EEGP4,1.1171875
EEGT6,0.9140625
EEGT6,0.9140625
EEGT6,1.015625
EEGT6,1.015625
EEGT6,1.015625
EEGT6,1.1171875
EEGT6,1.1171875
EEGT6,1.1171875
EEGT6,1.21875
EEGT6,1.21875
EEGO1,0.9140625
EEGO1,1.015625
EEGO1,1.21875
EEGO1,1.3203125
EEGO1,1.421875
EEGO1,1.5234375
EEGO1,1.625
EEGO2,0.9140625
EEGO2,0.9140625
EEGO2,0.9140625
EEGO2,0.9140625
EEGO2,0.9140625
EEGO2,0.9140625
EEGO2,0.9140625
EEGO2,0.9140625
EEGO2,0.9140625
EEGO2,1.015625
EEGO2,1.015625
EEGO2,1.015625
EEGO2,1.015625
EEGO2,1.1171875
EEGO2,1.1171875
EEGO2,1.1171875
