Canale,isi_min(s)
EEGFp1,3.5546875
EEGFp1,3.859375
EEGFp1,4.46875
EEGFp1,4.7734375
EEGFp2,1.5234375
EEGFp2,3.453125
EEGFp2,5.1796875
EEGFp2,6.296875
EEGF7,4.1640625
EEGF7,5.484375
EEGF3,2.234375
EEGF3,4.0625
EEGF3,4.3671875
EEGF3,4.671875
EEGF3,5.078125
EEGF3,5.1796875
EEGFz,3.859375
EEGFz,4.0625
EEGFz,4.3671875
EEGF4,0.9140625
EEGF4,1.3203125
EEGF4,2.4375
EEGF4,2.4375
EEGF4,2.9453125
EEGF4,3.1484375
EEGF4,3.3515625
EEGF8,3.859375
EEGF8,6.09375
EEGT3,1.3203125
EEGT3,4.0625
EEGC3,4.5703125
EEGC3,5.1796875
EEGC3,5.5859375
EEGCz,4.875
EEGCz,5.3828125
EEGCz,7.515625
EEGC4,3.9609375
EEGC4,6.3984375
EEGT4,11.8828125
EEGT4,20.109375
EEGT5,3.25
EEGT5,3.859375
EEGT5,5.1796875
EEGT5,5.7890625
EEGP3,2.4375
EEGP3,4.265625
EEGPz,1.1171875
EEGPz,1.625
EEGPz,2.234375
EEGPz,3.25
EEGPz,3.9609375
EEGP4,4.671875
EEGT6,4.265625
EEGT6,7.515625
EEGT6,10.2578125
EEGT6,11.578125
EEGO1,3.25
EEGO1,3.859375
EEGO1,4.671875
EEGO1,4.671875
EEGO1,5.078125
EEGO1,5.078125
EEGO1,5.078125
EEGO2,1.1171875
EEGO2,5.28125
EEGO2,5.484375
EEGO2,5.7890625
