Canale,isi_min(s)
EEGFp1,4.1640625
EEGFp2,3.1484375
EEGF7,4.671875
EEGF3,1.015625
EEGF3,1.015625
EEGF3,3.1484375
EEGF3,3.25
EEGF3,3.7578125
EEGFz,0.9140625
EEGFz,1.015625
EEGFz,2.234375
EEGFz,3.1484375
EEGFz,3.25
EEGFz,3.3515625
EEGF4,2.5390625
EEGF4,2.640625
EEGF4,3.3515625
EEGF4,4.5703125
EEGF8,2.7421875
EEGF8,3.1484375
EEGT3,4.671875
EEGC3,1.3203125
EEGC3,2.7421875
EEGC3,2.84375
EEGC3,3.1484375
EEGC3,3.3515625
EEGCz,0.9140625
EEGCz,0.9140625
EEGCz,1.1171875
EEGCz,1.3203125
EEGCz,1.3203125
EEGCz,1.625
EEGCz,1.625
EEGCz,1.7265625
EEGCz,1.828125
EEGCz,2.1328125
EEGC4,1.828125
EEGC4,2.5390625
EEGC4,2.7421875
EEGC4,2.9453125
EEGC4,3.453125
EEGC4,3.9609375
EEGT4,2.640625
EEGT4,3.65625
EEGT5,3.9609375
EEGT5,11.578125
EEGP3,3.65625
EEGP3,3.9609375
EEGPz,1.828125
EEGP4,2.1328125
EEGT6,3.046875
EEGT6,3.7578125
EEGO1,1.015625
EEGO1,1.1171875
EEGO2,0.9140625
EEGO2,0.9140625
EEGO2,1.5234375
