Canale,isi_min(s)
EEGFp1,0.9140625
EEGFp1,1.21875
EEGFp1,1.625
EEGFp1,2.1328125
EEGFp1,2.234375
EEGFp1,2.3359375
EEGFp1,2.3359375
EEGFp1,2.3359375
EEGFp1,2.3359375
EEGFp1,2.5390625
EEGFp2,0.9140625
EEGFp2,1.015625
EEGFp2,1.015625
EEGFp2,1.1171875
EEGFp2,1.21875
EEGFp2,1.21875
EEGFp2,1.21875
EEGFp2,1.3203125
EEGFp2,1.421875
EEGFp2,1.421875
EEGFp2,1.421875
EEGFp2,1.421875
EEGFp2,1.625
EEGFp2,1.625
EEGFp2,1.625
EEGFp2,1.625
EEGFp2,1.7265625
EEGF7,1.015625
EEGF7,1.1171875
EEGF7,1.3203125
EEGF7,1.421875
EEGF7,1.5234375
EEGF7,1.625
EEGF7,1.625
EEGF7,1.625
EEGF7,1.9296875
EEGF7,2.03125
EEGF7,2.03125
EEGF7,2.1328125
EEGF7,2.1328125
EEGF3,0.9140625
EEGF3,1.015625
EEGF3,1.1171875
EEGF3,1.21875
EEGF3,1.21875
EEGF3,1.21875
EEGF3,1.3203125
EEGF3,1.3203125
EEGF3,1.3203125
EEGF3,1.3203125
EEGF3,1.421875
EEGF3,1.421875
EEGF3,1.421875
EEGF3,1.5234375
EEGF3,1.5234375
EEGF3,1.625
EEGF3,1.625
EEGF3,1.625
EEGF3,1.7265625
EEGFz,0.9140625
EEGFz,0.9140625
EEGFz,0.9140625
EEGFz,0.9140625
EEGFz,0.9140625
EEGFz,0.9140625
EEGFz,1.015625
EEGFz,1.015625
EEGFz,1.015625
EEGFz,1.1171875
EEGFz,1.21875
EEGFz,1.21875
EEGFz,1.3203125
EEGFz,1.3203125
EEGFz,1.3203125
EEGFz,1.3203125
EEGFz,1.421875
EEGFz,1.421875
EEGFz,1.5234375
EEGF4,0.9140625
EEGF4,0.9140625
EEGF4,0.9140625
EEGF4,0.9140625
EEGF4,0.9140625
EEGF4,0.9140625
EEGF4,0.9140625
EEGF4,1.015625
EEGF4,1.015625
EEGF4,1.015625
EEGF4,1.015625
EEGF4,1.015625
EEGF4,1.015625
EEGF4,1.1171875
EEGF4,1.1171875
EEGF4,1.1171875
EEGF4,1.1171875
EEGF4,1.1171875
EEGF4,1.1171875
EEGF4,1.21875
EEGF8,0.9140625
EEGF8,0.9140625
EEGF8,1.015625
EEGF8,1.015625
EEGF8,1.1171875
EEGF8,1.1171875
EEGF8,1.1171875
EEGF8,1.1171875
EEGF8,1.21875
EEGF8,1.21875
EEGF8,1.3203125
EEGF8,1.3203125
EEGF8,1.3203125
EEGF8,1.3203125
EEGF8,1.421875
EEGF8,1.421875
EEGF8,1.5234375
EEGT3,1.1171875
EEGT3,1.21875
EEGT3,1.3203125
EEGT3,1.421875
EEGT3,1.421875
EEGT3,1.5234375
EEGT3,1.5234375
EEGT3,1.7265625
EEGT3,1.7265625
EEGT3,1.7265625
EEGT3,1.9296875
EEGT3,1.9296875
EEGT3,2.03125
EEGT3,2.03125
EEGC3,0.9140625
EEGC3,0.9140625
EEGC3,1.015625
EEGC3,1.21875
EEGC3,1.3203125
EEGC3,1.421875
EEGC3,1.625
EEGC3,1.828125
EEGC3,1.828125
EEGC3,1.9296875
EEGC3,1.9296875
EEGC3,2.1328125
EEGC3,2.234375
EEGC3,2.234375
EEGC3,2.3359375
EEGC3,2.4375
EEGC3,2.4375
EEGCz,1.015625
EEGCz,1.015625
EEGCz,1.015625
EEGCz,1.015625
EEGCz,1.1171875
EEGCz,1.21875
EEGCz,1.3203125
EEGCz,1.3203125
EEGCz,1.421875
EEGCz,1.421875
EEGCz,1.5234375
EEGCz,1.5234375
EEGCz,1.5234375
EEGCz,1.625
EEGCz,1.625
EEGCz,1.625
EEGC4,0.9140625
EEGC4,0.9140625
EEGC4,0.9140625
EEGC4,1.1171875
EEGC4,1.21875
EEGC4,1.21875
EEGC4,1.21875
EEGC4,1.3203125
EEGC4,1.421875
EEGC4,1.421875
EEGC4,1.5234375
EEGC4,1.5234375
EEGC4,1.5234375
EEGC4,1.5234375
EEGC4,1.625
EEGC4,1.625
EEGC4,1.625
EEGC4,1.625
EEGT4,0.9140625
EEGT4,1.015625
EEGT4,1.421875
EEGT4,1.7265625
EEGT4,1.828125
EEGT4,1.828125
EEGT4,1.9296875
EEGT4,2.03125
EEGT4,2.03125
EEGT4,2.03125
EEGT4,2.1328125
EEGT4,2.234375
EEGT4,2.234375
EEGT4,2.4375
EEGT5,1.1171875
EEGT5,1.21875
EEGT5,1.3203125
EEGT5,1.7265625
EEGT5,2.1328125
EEGT5,2.234375
EEGT5,2.234375
EEGT5,2.3359375
EEGT5,2.3359375
EEGT5,2.4375
EEGT5,2.5390625
EEGT5,2.640625
EEGT5,2.7421875
EEGT5,2.7421875
EEGT5,2.84375
EEGP3,1.015625
EEGP3,1.1171875
EEGP3,1.1171875
EEGP3,1.21875
EEGP3,1.3203125
EEGP3,1.828125
EEGP3,1.828125
EEGP3,1.9296875
EEGP3,2.1328125
EEGP3,2.234375
EEGP3,2.234375
EEGP3,2.3359375
EEGP3,2.3359375
EEGP3,2.4375
EEGP3,2.4375
EEGP3,2.640625
EEGP3,2.7421875
EEGP3,2.84375
EEGPz,1.015625
EEGPz,1.1171875
EEGPz,1.1171875
EEGPz,1.3203125
EEGPz,1.3203125
EEGPz,1.421875
EEGPz,1.5234375
EEGPz,1.5234375
EEGPz,1.625
EEGPz,1.7265625
EEGPz,1.7265625
EEGPz,1.828125
EEGPz,1.9296875
EEGPz,2.03125
EEGPz,2.234375
EEGPz,2.3359375
EEGPz,2.5390625
EEGPz,2.5390625
EEGP4,1.015625
EEGP4,1.1171875
EEGP4,1.21875
EEGP4,1.21875
EEGP4,1.21875
EEGP4,1.421875
EEGP4,1.5234375
EEGP4,1.5234375
EEGP4,1.625
EEGP4,2.03125
EEGP4,2.234375
EEGP4,2.234375
EEGP4,2.3359375
EEGP4,2.3359375
EEGP4,2.4375
EEGT6,0.9140625
EEGT6,1.1171875
EEGT6,1.21875
EEGT6,1.21875
EEGT6,1.421875
EEGT6,1.421875
EEGT6,1.7265625
EEGT6,1.7265625
EEGT6,1.828125
EEGT6,1.828125
EEGT6,1.828125
EEGT6,2.03125
EEGT6,2.1328125
EEGT6,2.234375
EEGO1,0.9140625
EEGO1,0.9140625
EEGO1,1.015625
EEGO1,1.015625
EEGO1,1.1171875
EEGO1,1.1171875
EEGO1,1.3203125
EEGO1,1.3203125
EEGO1,1.421875
EEGO1,1.421875
EEGO1,1.421875
EEGO1,1.5234375
EEGO1,1.5234375
EEGO1,1.5234375
EEGO1,1.625
EEGO1,1.625
EEGO1,1.625
EEGO1,1.9296875
EEGO1,1.9296875
EEGO2,1.015625
EEGO2,1.015625
EEGO2,1.1171875
EEGO2,1.21875
EEGO2,1.3203125
EEGO2,1.421875
EEGO2,1.5234375
EEGO2,1.5234375
EEGO2,1.625
EEGO2,1.7265625
EEGO2,1.7265625
EEGO2,1.828125
EEGO2,1.9296875
EEGO2,2.03125
EEGO2,2.234375
EEGO2,2.3359375
EEGO2,2.3359375
EEGO2,2.4375
EEGO2,2.4375
