Canale,Start_Time(s),End_Time(s)
EEGFp1,26.4140625,35.046875
EEGFp1,36.0625,47.1328125
EEGFp1,48.7578125,53.734375
EEGFp1,54.6484375,59.3203125
EEGFp1,60.4375,74.7578125
EEGFp1,75.875,79.0234375
EEGFp1,80.34375,99.84375
EEGFp1,101.0625,109.390625
EEGFp1,112.03125,119.546875
EEGFp1,124.015625,124.9296875
EEGFp1,131.8359375,137.5234375
EEGFp1,143.515625,151.03125
EEGFp1,161.390625,164.03125
EEGFp1,166.7734375,175.203125
EEGFp1,209.6328125,211.15625
EEGFp1,212.6796875,219.078125
EEGFp1,220.3984375,221.109375
EEGFp1,222.9375,226.8984375
EEGFp1,228.421875,234.515625
EEGFp1,240.5078125,241.9296875
EEGFp1,245.7890625,247.109375
EEGFp1,248.53125,250.5625
EEGFp1,253.40625,254.21875
EEGFp1,255.234375,262.2421875
EEGFp1,263.4609375,268.5390625
EEGFp1,269.65625,278.8984375
EEGFp1,281.234375,288.6484375
EEGFp1,289.8671875,300.125
EEGFp1,301.6484375,302.2578125
EEGFp1,303.171875,306.421875
EEGFp1,310.28125,310.890625
EEGFp1,311.90625,312.6171875
EEGFp1,313.9375,315.2578125
EEGFp1,316.4765625,320.640625
EEGFp1,321.5546875,335.671875
EEGFp1,336.6875,347.1484375
EEGFp1,348.1640625,355.8828125
EEGFp1,357.9140625,358.625
EEGFp1,363.3984375,365.328125
EEGFp1,366.34375,372.84375
EEGFp1,374.671875,411.5390625
EEGFp1,412.453125,419.2578125
EEGFp1,422.40625,432.6640625
EEGFp1,433.6796875,436.3203125
EEGFp1,438.25,442.3125
EEGFp1,443.8359375,444.4453125
EEGFp1,446.78125,447.390625
EEGFp1,449.015625,456.125
EEGFp1,457.75,462.1171875
EEGFp1,464.1484375,487.40625
EEGFp1,490.7578125,497.765625
EEGFp1,498.6796875,511.6796875
EEGFp1,513.5078125,517.671875
EEGFp1,520.921875,521.9375
EEGFp1,524.0703125,524.984375
EEGFp1,526.7109375,534.9375
EEGFp1,536.765625,538.0859375
EEGFp1,539.1015625,539.8125
EEGFp1,540.7265625,541.4375
EEGFp1,543.0625,543.671875
EEGFp1,545.5,551.0859375
EEGFp1,552.1015625,555.3515625
EEGFp1,556.46875,560.53125
EEGFp1,561.75,568.7578125
EEGFp1,569.9765625,572.921875
EEGFp1,574.8515625,583.6875
EEGFp1,585.109375,585.921875
EEGFp1,589.0703125,590.0859375
EEGFp1,591.9140625,613.140625
EEGFp1,615.0703125,619.234375
EEGFp1,620.9609375,623.09375
EEGFp1,624.71875,633.65625
EEGFp1,634.671875,640.359375
EEGFp1,643.1015625,648.7890625
EEGFp1,650.921875,652.8515625
EEGFp1,654.8828125,659.046875
EEGFp1,661.28125,662.703125
EEGFp1,666.359375,667.6796875
EEGFp1,669.3046875,670.625
EEGFp1,671.7421875,674.9921875
EEGFp1,676.4140625,682.609375
EEGFp1,685.1484375,689.2109375
EEGFp1,691.75,695.9140625
EEGFp1,698.65625,699.3671875
EEGFp1,700.6875,703.125
EEGFp1,705.0546875,717.34375
EEGFp1,718.765625,721.203125
EEGFp1,722.9296875,743.2421875
EEGFp1,749.5390625,755.9375
EEGFp1,756.953125,764.0625
EEGFp1,765.7890625,767.515625
EEGFp1,769.34375,796.359375
EEGFp1,800.21875,807.0234375
EEGFp1,815.046875,819.8203125
EEGFp1,823.8828125,824.796875
EEGFp1,825.8125,829.5703125
EEGFp1,846.125,854.859375
EEGFp1,856.5859375,857.296875
EEGFp1,859.328125,862.8828125
EEGFp1,865.5234375,866.4375
EEGFp1,926.359375,927.171875
EEGFp1,970.5390625,971.65625
EEGFp1,1253.4921875,1254.203125
EEGFp1,1295.7421875,1296.453125
EEGFp1,1297.3671875,1298.28125
EEGFp1,1320.015625,1321.03125
EEGFp1,1330.171875,1330.8828125
EEGFp1,1338.1953125,1339.6171875
EEGFp1,1342.2578125,1343.171875
EEGFp1,1348.453125,1349.0625
EEGFp1,1360.640625,1361.25
EEGFp1,1385.9296875,1386.640625
EEGFp1,1403.8046875,1404.4140625
EEGFp1,1410.9140625,1412.03125
EEGFp1,1415.078125,1415.7890625
EEGFp1,1427.875,1428.5859375
EEGFp1,1436.203125,1437.3203125
EEGFp1,1439.25,1441.5859375
EEGFp1,1483.6328125,1484.34375
EEGFp1,1490.1328125,1490.84375
EEGFp1,1498.2578125,1498.8671875
EEGFp1,1504.25,1506.28125
EEGFp1,1511.5625,1512.578125
EEGFp1,1520.703125,1521.71875
EEGFp1,1537.8671875,1539.4921875
EEGFp1,1553.40625,1554.015625
EEGFp1,1557.671875,1558.5859375
EEGFp1,1576.8671875,1577.6796875
EEGFp1,1586.0078125,1586.6171875
EEGFp1,1590.578125,1591.1875
EEGFp1,1598.1953125,1599.109375
EEGFp1,1615.5625,1616.171875
EEGFp1,1621.25,1621.9609375
EEGFp1,1645.21875,1647.046875
EEGFp1,1653.2421875,1653.8515625
EEGFp1,1657,1657.609375
EEGFp1,1666.6484375,1667.5625
EEGFp1,1675.9921875,1676.703125
EEGFp1,1686.859375,1687.875
EEGFp1,1699.3515625,1700.0625
EEGFp1,1704.6328125,1706.0546875
EEGFp1,1718.75,1719.96875
EEGFp1,1730.734375,1731.6484375
EEGFp1,1735.203125,1736.015625
EEGFp1,1741.1953125,1741.90625
EEGFp1,1745.15625,1745.8671875
EEGFp1,1752.9765625,1753.890625
EEGFp1,1763.1328125,1764.046875
EEGFp1,1766.6875,1767.5
EEGFp1,1783.140625,1783.75
EEGFp1,1812.1875,1812.8984375
EEGFp1,1825.390625,1826
EEGFp1,1892.1171875,1892.828125
EEGFp1,1963.515625,1964.125
EEGFp1,2041.109375,2041.71875
EEGFp1,2068.328125,2069.140625
EEGFp1,2099.40625,2100.3203125
EEGFp1,2175.578125,2176.2890625
EEGFp1,2295.625,2296.234375
EEGFp1,2328.2265625,2328.8359375
EEGFp1,2382.8671875,2383.4765625
EEGFp1,2404.5,2405.109375
EEGFp1,2874.2265625,2874.9375
EEGFp1,3188.765625,3189.4765625
EEGFp1,3243.609375,3244.21875
EEGFp1,3322.015625,3322.625
EEGFp1,3341.71875,3342.328125
EEGFp1,3458.4140625,3459.0234375
EEGFp1,3489.6953125,3490.8125
EEGFp1,3504.7265625,3505.640625
EEGFp1,3509.296875,3510.2109375
EEGFp1,3513.5625,3514.578125
EEGFp1,3542.5078125,3543.21875
EEGFp1,3562.515625,3563.125
EEGFp1,3571.046875,3571.7578125
EEGFp1,3602.2265625,3602.8359375
EEGFp1,3603.953125,3604.5625
EEGFp1,3608.21875,3608.828125
EEGFp1,3748.4765625,3749.390625
EEGFp1,3792.3515625,3793.0625
EEGFp1,3817.7421875,3818.453125
EEGFp1,3935.5546875,3937.9921875
EEGFp1,3940.0234375,3966.0234375
EEGFp1,3982.6796875,3983.2890625
EEGFp1,3989.078125,3989.6875
EEGFp1,3998.421875,3999.234375
EEGFp1,4000.453125,4014.0625
EEGFp1,4016.09375,4020.6640625
EEGFp1,4021.78125,4042.5
EEGFp1,4043.515625,4046.765625
EEGFp1,4048.390625,4054.9921875
EEGFp1,4056.71875,4071.6484375
EEGFp1,4072.765625,4088.8125
EEGFp1,4089.828125,4097.4453125
EEGFp1,4098.8671875,4109.2265625
EEGFp1,4111.0546875,4128.21875
EEGFp1,4129.3359375,4143.453125
EEGFp1,4144.46875,4145.5859375
EEGFp1,4146.6015625,4150.765625
EEGFp1,4151.8828125,4168.640625
EEGFp1,4169.65625,4181.84375
EEGFp1,4182.859375,4196.1640625
EEGFp1,4198.09375,4212.109375
EEGFp1,4213.125,4220.84375
EEGFp1,4221.859375,4280.8671875
EEGFp1,4282.0859375,4283.3046875
EEGFp1,4284.5234375,4313.7734375
EEGFp1,4314.7890625,4315.8046875
EEGFp1,4318.8515625,4322.203125
EEGFp1,4323.3203125,4334.796875
EEGFp1,4337.1328125,4368.109375
EEGFp1,4369.0234375,4377.9609375
EEGFp1,4378.875,4393.296875
EEGFp1,4394.2109375,4396.75
EEGFp1,4398.578125,4433.3125
EEGFp1,4439,4449.8671875
EEGFp1,4451.390625,4452
EEGFp1,4453.21875,4463.375
EEGFp1,4464.4921875,4475.15625
EEGFp1,4477.390625,4482.5703125
EEGFp1,4483.5859375,4485.6171875
EEGFp1,4487.8515625,4505.5234375
EEGFp1,4506.9453125,4514.96875
EEGFp1,4515.8828125,4516.6953125
EEGFp1,4518.015625,4518.9296875
EEGFp1,4520.5546875,4524.2109375
EEGFp2,26.4140625,47.1328125
EEGFp2,48.5546875,53.734375
EEGFp2,54.6484375,56.78125
EEGFp2,57.796875,58.40625
EEGFp2,60.234375,74.7578125
EEGFp2,75.7734375,82.4765625
EEGFp2,83.390625,99.7421875
EEGFp2,100.9609375,109.390625
EEGFp2,112.03125,119.6484375
EEGFp2,124.015625,124.828125
EEGFp2,131.734375,134.578125
EEGFp2,136,136.9140625
EEGFp2,140.3671875,140.9765625
