Canale,Start_Time(s),End_Time(s)
EEGFp1,138.4375,139.046875
EEGFp1,227.3046875,227.9140625
EEGFp1,3983.0859375,3983.6953125
EEGFp2,23.265625,23.875
EEGFp2,194.09375,194.8046875
EEGFp2,334.859375,335.46875
EEGFp2,535.6484375,536.2578125
EEGFp2,586.4296875,587.2421875
EEGFp2,903.609375,904.21875
EEGFp2,975.3125,975.921875
EEGFp2,1052.703125,1053.3125
EEGFp2,1263.0390625,1263.75
EEGF7,67.6484375,68.359375
EEGF7,71,71.609375
EEGF7,110.609375,111.21875
EEGF7,127.0625,127.671875
EEGF7,204.3515625,205.0625
EEGF7,1098.203125,1098.8125
EEGF7,1189.5078125,1190.5234375
EEGF7,3919.1015625,3919.8125
EEGF7,3954.8515625,3955.5625
EEGF7,3972.015625,3972.7265625
EEGF3,266.7109375,267.3203125
EEGF3,990.546875,991.15625
EEGF3,1190.015625,1190.625
EEGF3,1235.921875,1236.734375
EEGF3,1239.578125,1240.2890625
EEGF3,1341.0390625,1341.6484375
EEGF3,1358.8125,1359.625
EEGF3,3858.7734375,3859.3828125
EEGF4,123.3046875,123.9140625
EEGF4,178.7578125,179.46875
EEGF4,193.890625,194.90625
EEGF4,201.7109375,202.3203125
EEGF4,474.609375,475.3203125
EEGF4,3972.9296875,3973.5390625
EEGF8,179.9765625,180.5859375
EEGF8,902.59375,904.015625
EEGF8,966.6796875,967.59375
EEGF8,975.3125,975.921875
EEGF8,1052.5,1053.109375
EEGT3,11.7890625,13.0078125
EEGT3,16.2578125,16.8671875
EEGT3,24.3828125,24.9921875
EEGT3,31.0859375,31.8984375
EEGT3,47.84375,48.5546875
EEGT3,92.734375,93.8515625
EEGT3,116.703125,117.4140625
EEGT3,151.3359375,151.9453125
EEGT3,153.5703125,154.28125
EEGT3,246.09375,246.703125
EEGT3,249.953125,250.5625
EEGT3,324.90625,325.71875
EEGT3,898.4296875,899.0390625
EEGT3,966.6796875,967.2890625
EEGT3,1014.3125,1014.921875
EEGT3,1239.984375,1240.59375
EEGT3,3612.3828125,3612.9921875
EEGT3,3649.3515625,3649.9609375
EEGT3,3916.359375,3916.96875
EEGT3,3938.703125,3939.3125
EEGT3,4004.4140625,4005.125
EEGT3,4025.1328125,4025.84375
EEGC3,14.2265625,14.8359375
EEGC3,17.6796875,18.8984375
EEGC3,198.4609375,199.171875
EEGC3,210.34375,211.765625
EEGC3,216.4375,217.25
EEGC3,226.8984375,227.609375
EEGC3,234.109375,235.2265625
EEGC3,264.578125,265.4921875
EEGC3,1052.296875,1053.0078125
EEGC3,1057.4765625,1058.1875
EEGC3,1061.5390625,1062.25
EEGC3,1189.609375,1190.625
EEGC3,1239.4765625,1240.4921875
EEGC3,1262.8359375,1263.6484375
EEGC3,1340.53125,1341.4453125
EEGC3,1358.8125,1359.421875
EEGC3,1502.015625,1502.7265625
EEGC3,4021.78125,4022.4921875
EEGCz,999.3828125,1000.296875
EEGCz,1002.328125,1002.9375
EEGCz,1052.296875,1052.90625
EEGCz,1061.640625,1062.3515625
EEGCz,1071.6953125,1072.40625
EEGCz,1190.015625,1190.625
EEGCz,1239.4765625,1240.390625
EEGCz,1262.9375,1263.6484375
EEGCz,1840.625,1841.234375
EEGCz,3638.890625,3639.5
EEGCz,3961.25,3961.859375
EEGCz,4022.0859375,4022.8984375
EEGC4,11.3828125,12.09375
EEGC4,13.2109375,14.0234375
EEGC4,25.8046875,26.515625
EEGC4,38.09375,39.0078125
EEGC4,79.53125,80.4453125
EEGC4,91.71875,92.4296875
EEGC4,95.171875,95.78125
EEGC4,113.65625,114.5703125
EEGC4,124.3203125,124.9296875
EEGC4,126.65625,127.265625
EEGC4,153.46875,154.7890625
