Canale,isi_min(s)
EEGFp1,1.7265625
EEGFp1,3.046875
EEGFp2,3.25
EEGFp2,3.65625
EEGF7,1.1171875
EEGF7,1.21875
EEGF3,1.1171875
EEGF3,1.625
EEGF3,2.7421875
EEGF3,2.84375
EEGF3,3.5546875
EEGF3,4.0625
EEGF3,4.0625
EEGF3,4.46875
EEGFz,1.1171875
EEGFz,1.7265625
EEGFz,3.3515625
EEGFz,4.875
EEGFz,4.875
EEGFz,4.9765625
EEGFz,5.28125
EEGF4,0.9140625
EEGF4,3.25
EEGF4,3.453125
EEGF4,4.265625
EEGF4,5.7890625
EEGF4,6.6015625
EEGF8,3.1484375
EEGF8,4.1640625
EEGT3,5.7890625
EEGC3,1.015625
EEGC3,1.3203125
EEGC3,4.0625
EEGC3,4.265625
EEGC3,4.3671875
EEGC3,4.46875
EEGCz,0.9140625
EEGCz,1.1171875
EEGCz,1.3203125
EEGCz,1.3203125
EEGCz,1.5234375
EEGCz,1.9296875
EEGCz,2.1328125
EEGCz,2.5390625
EEGCz,3.1484375
EEGC4,2.03125
EEGC4,6.3984375
EEGT4,10.6640625
EEGT5,1.421875
EEGT5,2.3359375
EEGP3,1.421875
EEGP3,1.421875
EEGP3,2.1328125
EEGPz,440.984375
EEGP4,6.1953125
EEGT6,1.7265625
EEGT6,2.1328125
EEGO1,1.015625
EEGO1,1.015625
EEGO1,1.21875
EEGO1,1.3203125
EEGO2,1.3203125
EEGO2,1.421875
EEGO2,1.5234375
EEGO2,1.625
