Canale,durata(s)
EEGFp1,1.5234375
EEGFp1,0.9140625
EEGFp1,2.03125
EEGFp1,1.9296875
EEGFp1,3.9609375
EEGFp1,0.9140625
EEGFp1,2.1328125
EEGFp1,2.84375
EEGFp1,0.9140625
EEGFp1,0.7109375
EEGFp1,1.21875
EEGFp1,1.3203125
EEGFp1,3.7578125
EEGFp1,1.9296875
EEGFp1,0.8125
EEGFp1,0.8125
EEGFp1,7.109375
EEGFp1,0.9140625
EEGFp1,2.1328125
EEGFp1,4.1640625
EEGFp1,4.671875
EEGFp1,2.7421875
EEGFp1,1.21875
EEGFp1,9.8515625
EEGFp1,1.7265625
EEGFp1,1.421875
EEGFp1,0.8125
EEGFp1,2.84375
EEGFp1,0.609375
EEGFp1,1.3203125
EEGFp1,2.03125
EEGFp1,1.625
EEGFp1,1.015625
EEGFp1,0.8125
EEGFp1,0.609375
EEGFp1,0.7109375
EEGFp1,5.9921875
EEGFp1,0.7109375
EEGFp1,2.7421875
EEGFp1,3.3515625
EEGFp1,4.875
EEGFp1,6.09375
EEGFp1,4.1640625
EEGFp1,2.1328125
EEGFp1,3.859375
EEGFp1,3.1484375
EEGFp1,2.1328125
EEGFp1,5.9921875
EEGFp1,3.7578125
EEGFp1,2.5390625
EEGFp1,4.3671875
EEGFp1,0.7109375
EEGFp1,7.2109375
EEGFp1,6.90625
EEGFp1,4.46875
EEGFp1,1.015625
EEGFp1,2.640625
EEGFp1,0.9140625
EEGFp1,0.7109375
EEGFp1,2.84375
EEGFp1,1.625
EEGFp1,5.9921875
EEGFp1,0.609375
EEGFp1,2.9453125
EEGFp1,3.5546875
EEGFp1,3.3515625
EEGFp1,2.4375
EEGFp1,1.21875
EEGFp1,0.609375
EEGFp1,1.625
EEGFp1,2.234375
EEGFp1,2.84375
EEGFp1,1.9296875
EEGFp1,1.015625
EEGFp1,0.7109375
EEGFp1,7.109375
EEGFp1,0.8125
EEGFp1,1.015625
EEGFp1,4.875
EEGFp1,3.5546875
EEGFp1,1.015625
EEGFp1,0.9140625
EEGFp1,3.25
EEGFp1,1.421875
EEGFp1,0.9140625
EEGFp1,0.9140625
EEGFp1,0.609375
EEGFp1,2.640625
EEGFp1,1.21875
EEGFp1,0.609375
EEGFp1,1.421875
EEGFp1,3.9609375
EEGFp1,0.9140625
EEGFp1,0.8125
EEGFp1,1.015625
EEGFp1,0.9140625
EEGFp1,3.5546875
EEGFp1,1.015625
EEGFp1,0.7109375
EEGFp1,1.21875
EEGFp1,0.609375
EEGFp1,0.9140625
EEGFp1,2.7421875
EEGFp1,1.625
EEGFp1,0.8125
EEGFp1,0.609375
EEGFp1,2.7421875
EEGFp1,0.8125
EEGFp1,3.453125
EEGFp1,2.03125
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,0.8125
EEGFp1,0.7109375
EEGFp1,0.7109375
EEGFp1,0.8125
EEGFp1,0.609375
EEGFp1,0.7109375
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,1.5234375
EEGFp1,9.2421875
EEGFp1,2.03125
EEGFp1,1.9296875
EEGFp1,0.7109375
EEGFp1,0.609375
EEGFp1,0.7109375
EEGFp1,0.609375
EEGFp1,0.7109375
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,0.9140625
EEGFp1,2.9453125
EEGFp1,1.7265625
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,0.8125
EEGFp1,0.7109375
EEGFp1,0.7109375
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,1.1171875
EEGFp1,1.828125
EEGFp1,4.46875
EEGFp1,1.828125
EEGFp1,0.609375
EEGFp1,0.8125
EEGFp1,8.53125
EEGFp1,18.5859375
EEGFp1,0.7109375
EEGFp1,7.4140625
EEGFp1,1.421875
EEGFp1,10.96875
EEGFp1,14.3203125
EEGFp1,9.75
EEGFp1,0.9140625
EEGFp1,2.234375
EEGFp1,1.421875
EEGFp1,6.6015625
EEGFp1,7.2109375
EEGFp1,1.9296875
EEGFp1,0.7109375
EEGFp1,1.828125
EEGFp1,2.234375
EEGFp1,3.453125
EEGFp1,13.3046875
EEGFp1,0.609375
EEGFp1,1.015625
EEGFp1,0.7109375
EEGFp1,13.3046875
EEGFp1,1.9296875
EEGFp1,2.1328125
EEGFp1,0.8125
EEGFp1,0.609375
EEGFp1,1.015625
EEGFp1,0.8125
EEGFp1,3.5546875
EEGFp1,7.3125
EEGFp1,1.828125
EEGFp1,3.25
EEGFp1,0.7109375
EEGFp1,4.265625
EEGFp1,11.4765625
EEGFp1,2.7421875
EEGFp1,1.625
EEGFp1,2.9453125
EEGFp1,5.1796875
EEGFp1,0.7109375
EEGFp1,1.828125
EEGFp1,8.734375
EEGFp1,7.8203125
EEGFp1,2.3359375
EEGFp1,7.4140625
EEGFp1,0.8125
EEGFp1,0.8125
EEGFp1,6.6015625
EEGFp1,1.625
EEGFp1,0.7109375
EEGFp1,4.1640625
EEGFp1,2.5390625
EEGFp1,0.9140625
