Canale,Start_Time(s),End_Time(s)
EEGFp1,247.8203125,248.53125
EEGFp1,349.890625,351.109375
EEGFp1,432.359375,437.3359375
EEGFp1,442.6171875,443.4296875
EEGFp1,596.890625,597.5
EEGFp1,658.7421875,659.3515625
EEGFp1,663.8203125,664.4296875
EEGFp1,669,670.015625
EEGFp1,728.515625,729.4296875
EEGFp1,734.7109375,735.5234375
EEGFp1,745.4765625,746.2890625
EEGFp1,753.703125,754.4140625
EEGFp1,759.2890625,759.8984375
EEGFp1,762.5390625,764.0625
EEGFp1,774.3203125,775.3359375
EEGFp1,789.1484375,789.9609375
EEGFp1,810.78125,812.1015625
EEGFp1,817.890625,818.6015625
EEGFp1,829.671875,831.5
EEGFp1,844.5,845.4140625
EEGFp1,853.9453125,855.7734375
EEGFp1,857.703125,858.3125
EEGFp1,872.53125,873.75
EEGFp1,883.3984375,884.0078125
EEGFp1,890.609375,891.21875
EEGFp1,896.6015625,897.515625
EEGFp1,904.421875,905.03125
EEGFp1,911.4296875,912.140625
EEGFp1,914.6796875,916.8125
EEGFp1,927.2734375,928.0859375
EEGFp1,936.109375,939.2578125
EEGFp1,948.6015625,950.2265625
EEGFp1,958.7578125,959.671875
EEGFp1,965.6640625,966.8828125
EEGFp1,972.875,974.09375
EEGFp1,978.96875,981.3046875
EEGFp1,986.484375,988.515625
EEGFp1,1001.71875,1002.9375
EEGFp1,1024.46875,1025.078125
EEGFp1,1028.328125,1030.0546875
EEGFp1,1040.109375,1041.125
EEGFp1,1048.4375,1049.7578125
EEGFp1,1057.375,1058.59375
EEGFp1,1079.4140625,1081.4453125
EEGFp1,1087.640625,1088.3515625
EEGFp1,1092.109375,1092.8203125
EEGFp1,1100.640625,1101.859375
EEGFp1,1107.953125,1109.8828125
EEGFp1,1124.609375,1125.828125
EEGFp1,1133.4453125,1134.2578125
EEGFp1,1148.4765625,1149.1875
EEGFp1,1163.8125,1165.3359375
EEGFp1,1174.78125,1176.1015625
EEGFp1,1181.078125,1182.09375
EEGFp1,1187.578125,1188.8984375
EEGFp1,1194.6875,1195.296875
EEGFp1,1202.7109375,1204.1328125
EEGFp1,1219.265625,1220.484375
EEGFp1,1223.6328125,1226.4765625
EEGFp1,1235.2109375,1236.328125
EEGFp1,1239.6796875,1241.8125
EEGFp1,1251.6640625,1252.78125
EEGFp1,1258.0625,1260.296875
EEGFp1,1282.640625,1283.65625
EEGFp1,1294.1171875,1294.9296875
EEGFp1,1308.234375,1308.84375
EEGFp1,1311.3828125,1312.90625
EEGFp1,1327.53125,1328.2421875
EEGFp1,1342.0546875,1343.171875
EEGFp1,1381.2578125,1381.8671875
EEGFp1,1385.9296875,1387.5546875
EEGFp1,1396.2890625,1397.203125
EEGFp1,1407.2578125,1408.2734375
EEGFp1,1418.0234375,1419.34375
EEGFp1,1426.65625,1428.890625
EEGFp1,1434.6796875,1435.8984375
EEGFp1,1441.1796875,1442.296875
EEGFp1,1473.0703125,1474.4921875
EEGFp1,1486.4765625,1487.0859375
EEGFp1,1492.1640625,1492.9765625
EEGFp1,1520.90625,1521.921875
EEGFp1,1530.7578125,1531.46875
EEGFp1,1538.0703125,1538.984375
EEGFp1,1543.5546875,1544.265625
EEGFp1,1555.7421875,1556.7578125
EEGFp1,1561.53125,1562.140625
EEGFp1,1566,1567.421875
EEGFp1,1586.921875,1588.6484375
EEGFp1,1599.921875,1600.6328125
EEGFp1,1635.1640625,1636.7890625
EEGFp1,1682.4921875,1684.21875
EEGFp1,1734.59375,1735.203125
