Canale,isi_min(s)
EEGFp1,3.5546875
EEGFp1,3.9609375
EEGFp2,3.7578125
EEGFp2,4.265625
EEGFp2,4.7734375
EEGF7,1.015625
EEGF7,1.421875
EEGF7,3.046875
EEGF3,2.4375
EEGF3,4.0625
EEGF3,4.5703125
EEGF3,4.671875
EEGF3,5.484375
EEGFz,2.5390625
EEGFz,3.046875
EEGFz,4.265625
EEGFz,4.671875
EEGF4,2.4375
EEGF4,2.5390625
EEGF4,2.640625
EEGF4,3.046875
EEGF4,3.1484375
EEGF4,4.671875
EEGF8,1.3203125
EEGF8,3.453125
EEGF8,4.0625
EEGT3,5.078125
EEGT3,10.5625
EEGC3,2.5390625
EEGC3,3.046875
EEGC3,3.65625
EEGCz,2.4375
EEGCz,4.0625
EEGCz,5.5859375
EEGC4,3.65625
EEGT4,2.84375
EEGT4,6.3984375
EEGT5,5.28125
EEGT5,5.6875
EEGT5,5.7890625
EEGP3,2.9453125
EEGP3,4.671875
EEGPz,1.1171875
EEGPz,1.7265625
EEGPz,2.640625
EEGPz,4.0625
EEGP4,36.8671875
EEGT6,2.3359375
EEGT6,3.3515625
EEGT6,3.453125
EEGT6,3.7578125
EEGT6,4.265625
EEGO1,2.3359375
EEGO1,3.5546875
EEGO2,3.5546875
EEGO2,6.3984375
EEGO2,6.703125
