Canale,Start_Time(s),End_Time(s)
EEGFp1,9.859375,10.671875
EEGFp1,12.296875,13.3125
EEGFp1,17.375,18.2890625
EEGFp1,21.234375,22.046875
EEGFp1,24.078125,24.9921875
EEGFp1,30.4765625,31.6953125
EEGFp1,37.1796875,39.3125
EEGFp1,41.546875,42.359375
EEGFp1,46.828125,47.640625
EEGFp1,53.125,55.0546875
EEGFp1,61.7578125,62.875
EEGFp1,64.6015625,65.515625
EEGFp1,68.765625,69.578125
EEGFp1,75.1640625,79.4296875
EEGFp1,92.6328125,93.8515625
EEGFp1,98.7265625,99.7421875
EEGFp1,101.671875,108.0703125
EEGFp1,109.1875,110.1015625
EEGFp1,112.3359375,114.7734375
EEGFp1,115.890625,121.4765625
EEGFp1,123.203125,125.03125
EEGFp1,126.3515625,128.3828125
EEGFp1,129.90625,131.125
EEGFp1,132.0390625,141.3828125
EEGFp1,148.8984375,151.1328125
EEGFp1,153.0625,153.9765625
EEGFp1,154.9921875,158.2421875
EEGFp1,162,162.9140625
EEGFp1,164.234375,172.6640625
EEGFp1,175,176.421875
EEGFp1,177.3359375,183.8359375
EEGFp1,185.4609375,190.234375
EEGFp1,191.5546875,193.28125
EEGFp1,195.6171875,196.2265625
EEGFp1,197.953125,198.96875
EEGFp1,200.390625,201
EEGFp1,204.25,206.5859375
EEGFp1,207.5,209.6328125
EEGFp1,211.4609375,212.171875
EEGFp1,214,214.9140625
EEGFp1,216.03125,218.875
EEGFp1,221.3125,225.578125
EEGFp1,226.796875,228.015625
EEGFp1,229.1328125,231.0625
EEGFp1,233.6015625,236.546875
EEGFp1,237.765625,242.234375
EEGFp1,243.25,244.3671875
EEGFp1,247.4140625,249.0390625
EEGFp1,251.2734375,260.71875
EEGFp1,265.1875,270.5703125
EEGFp1,274.9375,275.6484375
EEGFp1,279.1015625,287.328125
EEGFp1,288.2421875,288.953125
EEGFp1,290.171875,291.6953125
EEGFp1,292.609375,301.953125
EEGFp1,304.2890625,304.8984375
EEGFp1,306.421875,311.3984375
EEGFp1,313.6328125,316.78125
EEGFp1,318.203125,344.203125
EEGFp1,346.3359375,349.5859375
EEGFp1,355.6796875,360.5546875
EEGFp1,361.875,366.0390625
EEGFp1,367.15625,368.0703125
EEGFp1,369.2890625,370.9140625
EEGFp1,371.9296875,374.9765625
EEGFp1,375.890625,380.5625
EEGFp1,382.796875,394.78125
EEGFp1,406.359375,407.4765625
EEGFp1,410.3203125,413.1640625
EEGFp1,415.5,418.75
EEGFp1,422.1015625,423.421875
EEGFp1,426.9765625,429.921875
EEGFp1,439.1640625,442.8203125
EEGFp1,455.921875,456.53125
EEGFp1,459.0703125,460.8984375
EEGFp1,473.1875,476.640625
EEGFp1,479.7890625,482.0234375
EEGFp1,483.75,485.8828125
EEGFp1,495.0234375,496.0390625
EEGFp1,511.984375,512.796875
EEGFp1,515.1328125,518.078125
EEGFp1,521.328125,523.8671875
EEGFp1,545.5,546.109375
EEGFp1,566.625,568.7578125
EEGFp1,578.40625,581.3515625
EEGFp1,585.6171875,588.15625
EEGFp1,590.0859375,593.5390625
EEGFp1,596.5859375,597.3984375
EEGFp1,599.4296875,600.75
EEGFp1,603.796875,605.7265625
EEGFp1,614.6640625,617.609375
EEGFp1,618.828125,619.5390625
EEGFp1,624.8203125,625.53125
EEGFp1,630.1015625,632.640625
EEGFp1,649.8046875,650.6171875
EEGFp1,652.75,653.6640625
EEGFp1,654.78125,661.7890625
EEGFp1,666.359375,667.375
EEGFp1,697.7421875,698.5546875
EEGFp1,710.234375,710.84375
EEGFp1,711.859375,713.1796875
EEGFp1,913.359375,913.96875
EEGFp1,1003.0390625,1004.8671875
EEGFp1,1114.046875,1114.65625
EEGFp1,1133.75,1140.7578125
EEGFp1,1163.40625,1165.1328125
EEGFp1,1244.7578125,1245.3671875
EEGFp1,1284.3671875,1285.078125
EEGFp1,1310.265625,1310.9765625
EEGFp1,1340.9375,1341.8515625
EEGFp1,1346.421875,1347.234375
EEGFp1,1354.4453125,1355.6640625
EEGFp1,1357.390625,1359.21875
EEGFp1,1362.1640625,1363.890625
EEGFp1,1365.921875,1368.2578125
EEGFp1,1369.8828125,1371.203125
EEGFp1,1372.828125,1375.0625
EEGFp1,1377.09375,1379.4296875
EEGFp1,1383.390625,1385.7265625
EEGFp1,1389.9921875,1390.6015625
EEGFp1,1403.296875,1403.90625
EEGFp1,1411.1171875,1412.1328125
EEGFp1,1451.234375,1452.3515625
EEGFp1,1477.640625,1480.1796875
EEGFp1,1483.8359375,1484.546875
EEGFp1,1486.578125,1487.1875
EEGFp1,1541.3203125,1541.9296875
EEGFp1,1624.90625,1625.515625
EEGFp1,1635.5703125,1636.28125
EEGFp1,1654.4609375,1655.0703125
EEGFp1,1660.859375,1661.5703125
EEGFp1,1668.2734375,1669.4921875
EEGFp1,1698.9453125,1700.5703125
EEGFp1,1708.0859375,1710.015625
EEGFp1,1710.9296875,1711.84375
EEGFp1,1722.609375,1723.21875
EEGFp1,1724.7421875,1725.3515625
EEGFp1,1729.2109375,1731.546875
EEGFp1,1815.5390625,1816.25
EEGFp1,1829.453125,1830.0625
EEGFp1,1831.5859375,1832.5
EEGFp1,1836.765625,1837.8828125
EEGFp1,1844.5859375,1845.703125
EEGFp1,1853.625,1854.7421875
EEGFp1,1858.3984375,1859.0078125
EEGFp1,1861.2421875,1862.2578125
EEGFp1,1863.8828125,1865.609375
EEGFp1,1868.25,1869.875
EEGFp1,1871.703125,1872.4140625
EEGFp1,1875.15625,1875.96875
EEGFp1,1882.5703125,1883.5859375
EEGFp1,1885.0078125,1886.734375
EEGFp1,1890.1875,1891
EEGFp1,1897.1953125,1897.8046875
EEGFp1,1921.46875,1922.1796875
EEGFp1,1923.09375,1925.9375
EEGFp1,1931.625,1933.046875
EEGFp1,2007.4921875,2008.1015625
EEGFp1,2174.765625,2177.5078125
EEGFp1,2224.9375,2225.546875
EEGFp1,2226.765625,2230.3203125
EEGFp1,2235.09375,2236.8203125
EEGFp1,2261.8046875,2265.96875
EEGFp1,2344.0703125,2346.40625
EEGFp1,2414.453125,2418.8203125
EEGFp1,2420.2421875,2426.640625
EEGFp1,2427.5546875,2428.671875
EEGFp1,2454.7734375,2464.828125
EEGFp1,2465.84375,2467.3671875
EEGFp1,2500.578125,2502.1015625
EEGFp1,2503.1171875,2516.5234375
EEGFp1,2532.875,2533.5859375
EEGFp1,2534.6015625,2537.8515625
EEGFp1,2538.765625,2547.09375
EEGFp1,2548.109375,2550.0390625
EEGFp1,2550.953125,2556.84375
EEGFp1,2558.7734375,2568.9296875
EEGFp1,2570.3515625,2571.265625
EEGFp1,2573.09375,2573.90625
EEGFp1,2575.8359375,2576.75
EEGFp1,2579.2890625,2582.234375
EEGFp1,2583.1484375,2589.546875
EEGFp1,2591.171875,2595.7421875
EEGFp1,2597.3671875,2606.5078125
EEGFp1,2609.3515625,2609.9609375
EEGFp1,2611.078125,2613.109375
EEGFp1,2619,2620.015625
EEGFp1,2621.5390625,2623.5703125
EEGFp1,2624.890625,2635.5546875
EEGFp1,2636.46875,2637.1796875
EEGFp1,2639.2109375,2648.7578125
EEGFp1,2651.8046875,2652.515625
EEGFp1,2654.4453125,2655.765625
EEGFp1,2659.421875,2661.7578125
EEGFp1,2663.890625,2666.328125
EEGFp1,2667.8515625,2675.0625
EEGFp1,2676.1796875,2678.0078125
EEGFp1,2680.4453125,2686.9453125
EEGFp1,2689.890625,2696.6953125
EEGFp1,2698.625,2699.640625
EEGFp1,2700.7578125,2701.3671875
EEGFp1,2706.546875,2709.6953125
EEGFp1,2711.21875,2713.5546875
EEGFp1,2715.1796875,2726.65625
EEGFp1,2729.1953125,2730.3125
EEGFp1,2731.2265625,2732.2421875
EEGFp1,2734.984375,2736.609375
EEGFp1,2737.9296875,2739.9609375
EEGFp1,2743.8203125,2747.2734375
EEGFp1,2751.234375,2753.265625
EEGFp1,2755.703125,2761.2890625
EEGFp1,2762.3046875,2762.9140625
EEGFp1,2769.0078125,2774.6953125
EEGFp1,2776.3203125,2777.234375
EEGFp1,2779.671875,2780.5859375
EEGFp1,2786.4765625,2788.9140625
EEGFp1,2790.3359375,2791.65625
EEGFp1,2793.5859375,2794.3984375
EEGFp1,2803.640625,2806.078125
EEGFp1,2807.703125,2808.4140625
EEGFp1,2810.953125,2811.96875
