Canale,Start_Time(s),End_Time(s)
EEGFp1,13.71875,24.890625
EEGFp1,27.2265625,28.953125
EEGFp1,30.171875,32.203125
EEGFp1,34.03125,34.7421875
EEGFp1,35.9609375,36.875
EEGFp1,49.671875,53.328125
EEGFp1,54.34375,57.390625
EEGFp1,58.5078125,83.8984375
EEGFp1,84.8125,88.5703125
EEGFp1,89.484375,104.0078125
EEGFp1,105.53125,108.171875
EEGFp1,109.8984375,110.609375
EEGFp1,111.7265625,112.640625
EEGFp1,115.5859375,118.53125
EEGFp1,125.234375,128.078125
EEGFp1,131.4296875,133.15625
EEGFp1,137.5234375,145.140625
EEGFp1,146.0546875,153.875
EEGFp1,157.9375,161.59375
EEGFp1,171.953125,176.015625
EEGFp1,177.3359375,188.203125
EEGFp1,190.5390625,199.171875
EEGFp1,200.390625,204.1484375
EEGFp1,206.28125,206.890625
EEGFp1,208.0078125,218.671875
EEGFp1,220.09375,224.4609375
EEGFp1,230.453125,234.921875
EEGFp1,235.9375,239.8984375
EEGFp1,243.3515625,245.3828125
EEGFp1,246.296875,252.59375
EEGFp1,253.5078125,265.6953125
EEGFp1,275.2421875,275.953125
EEGFp1,277.6796875,280.1171875
EEGFp1,281.1328125,283.875
EEGFp1,285.90625,290.78125
EEGFp1,301.546875,302.96875
EEGFp1,325.6171875,326.6328125
EEGFp1,332.21875,336.28125
EEGFp1,337.5,338.2109375
EEGFp1,351.6171875,352.9375
EEGFp1,354.5625,355.171875
EEGFp1,362.484375,363.703125
EEGFp1,372.03125,373.9609375
EEGFp1,378.53125,380.765625
EEGFp1,393.5625,394.171875
EEGFp1,410.625,413.671875
EEGFp1,437.5390625,439.265625
EEGFp1,443.0234375,447.390625
EEGFp1,449.7265625,450.5390625
EEGFp1,454.3984375,455.3125
EEGFp1,459.171875,465.3671875
EEGFp1,477.7578125,478.3671875
EEGFp1,480.296875,483.6484375
EEGFp1,487.203125,488.5234375
EEGFp1,490.046875,491.1640625
EEGFp1,492.5859375,495.2265625
EEGFp1,502.234375,503.7578125
EEGFp1,505.1796875,505.890625
EEGFp1,515.1328125,517.265625
EEGFp1,518.5859375,519.6015625
EEGFp1,524.984375,525.6953125
EEGFp1,548.8515625,549.765625
EEGFp1,557.1796875,557.7890625
EEGFp1,564.390625,565
EEGFp1,568.9609375,569.875
EEGFp1,572.109375,573.734375
EEGFp1,575.8671875,577.0859375
EEGFp1,578,579.421875
EEGFp1,583.1796875,585.8203125
EEGFp1,588.0546875,591.609375
EEGFp1,593.03125,594.9609375
EEGFp1,596.5859375,598.8203125
EEGFp1,601.15625,606.7421875
EEGFp1,608.3671875,611.2109375
EEGFp1,613.4453125,614.6640625
EEGFp1,622.28125,623.90625
EEGFp1,627.8671875,628.578125
EEGFp1,639.140625,640.2578125
EEGFp1,642.6953125,643.5078125
EEGFp1,648.1796875,648.9921875
EEGFp1,653.15625,653.765625
EEGFp1,655.4921875,656.5078125
EEGFp1,657.7265625,658.5390625
EEGFp1,661.484375,663.0078125
EEGFp1,667.171875,669
EEGFp1,670.828125,671.4375
EEGFp1,674.890625,679.2578125
EEGFp1,680.8828125,681.4921875
EEGFp1,683.5234375,687.6875
EEGFp1,690.328125,690.9375
EEGFp1,694.4921875,696.5234375
EEGFp1,699.265625,703.2265625
EEGFp1,706.0703125,706.984375
EEGFp1,709.21875,710.3359375
EEGFp1,715.4140625,716.328125
EEGFp1,725.3671875,726.3828125
EEGFp1,736.1328125,738.1640625
EEGFp1,741.4140625,742.0234375
EEGFp1,746.4921875,747.609375
EEGFp1,754.0078125,756.0390625
EEGFp1,758.375,759.2890625
EEGFp1,768.53125,769.4453125
EEGFp1,771.78125,773
EEGFp1,775.234375,776.3515625
EEGFp1,782.75,786.3046875
EEGFp1,787.5234375,788.1328125
EEGFp1,793.515625,794.4296875
EEGFp1,799.3046875,802.25
EEGFp1,808.8515625,809.5625
EEGFp1,818.6015625,819.921875
