Canale,Start_Time(s),End_Time(s)
EEGFp1,302.6640625,303.2734375
EEGFp1,314.4453125,315.0546875
EEGFp1,318.3046875,318.9140625
EEGFp1,369.796875,370.40625
EEGFp1,374.265625,375.28125
EEGFp1,384.3203125,385.03125
EEGFp1,397.5234375,398.3359375
EEGFp1,402.1953125,403.515625
EEGFp1,414.9921875,415.6015625
EEGFp1,452.1640625,455.0078125
EEGFp1,460.6953125,461.5078125
EEGFp1,476.03125,477.3515625
EEGFp1,483.0390625,483.6484375
EEGFp1,487.3046875,488.21875
EEGFp1,504.0625,504.875
EEGFp1,540.015625,541.1328125
EEGFp1,569.46875,571.09375
EEGFp1,573.9375,574.8515625
EEGFp1,587.546875,588.359375
EEGFp1,632.03125,632.84375
EEGFp1,636.703125,637.3125
EEGFp1,648.1796875,649.5
EEGFp1,652.4453125,653.8671875
EEGFp1,683.828125,685.046875
EEGFp1,722.1171875,723.1328125
EEGFp1,758.2734375,758.8828125
EEGFp1,763.65625,764.9765625
EEGFp1,768.53125,769.140625
EEGFp1,777.3671875,777.9765625
EEGFp1,787.9296875,788.7421875
EEGFp1,901.375,902.2890625
EEGFp1,907.46875,908.890625
EEGFp1,914.8828125,915.796875
EEGFp1,919.046875,919.7578125
EEGFp1,958.3515625,959.0625
EEGFp1,1013.1953125,1014.109375
EEGFp1,1018.78125,1019.390625
EEGFp1,1087.1328125,1087.9453125
EEGFp1,1102.0625,1102.671875
EEGFp1,1115.3671875,1116.1796875
EEGFp1,1142.5859375,1143.5
EEGFp1,1158.0234375,1160.4609375
EEGFp1,1185.34375,1185.953125
EEGFp1,1290.15625,1290.8671875
EEGFp1,1462.203125,1462.9140625
EEGFp1,1470.6328125,1471.953125
EEGFp1,1618.9140625,1620.1328125
EEGFp1,1624.296875,1625.2109375
EEGFp1,1680.15625,1680.765625
EEGFp1,1685.5390625,1686.453125
EEGFp1,1691.0234375,1692.8515625
EEGFp1,1744.75,1745.4609375
EEGFp1,1791.7734375,1792.5859375
EEGFp1,1931.3203125,1931.9296875
EEGFp1,1939.75,1940.359375
EEGFp1,2091.6875,2092.296875
EEGFp1,2114.1328125,2114.9453125
EEGFp1,2574.3125,2575.0234375
EEGFp1,3406.515625,3407.6328125
EEGFp1,3436.578125,3437.6953125
EEGFp1,3438.7109375,3439.5234375
EEGFp1,3445.3125,3445.921875
EEGFp1,3457.6015625,3459.0234375
EEGFp1,3464.5078125,3465.7265625
EEGFp1,3485.53125,3486.546875
EEGFp1,3500.15625,3500.765625
EEGFp1,3522.8046875,3523.6171875
EEGFp1,3531.03125,3533.0625
EEGFp1,3537.0234375,3537.734375
EEGFp1,3544.234375,3545.046875
EEGFp1,3548.8046875,3550.0234375
EEGFp1,3556.1171875,3557.234375
EEGFp1,3560.9921875,3562.0078125
EEGFp1,3572.671875,3573.890625
EEGFp1,3578.8671875,3579.4765625
EEGFp1,3582.015625,3583.5390625
EEGFp1,3593.390625,3594.609375
EEGFp1,3598.7734375,3599.6875
EEGFp1,3605.171875,3606.4921875
EEGFp1,3611.875,3612.7890625
EEGFp1,3621.3203125,3622.640625
EEGFp1,3655.34375,3655.953125
EEGFp1,3686.5234375,3687.9453125
EEGFp1,3699.828125,3701.453125
EEGFp1,3707.2421875,3707.8515625
EEGFp1,3714.1484375,3714.7578125
EEGFp1,3725.625,3726.3359375
EEGFp1,3730.8046875,3732.2265625
EEGFp1,3746.953125,3748.578125
EEGFp1,3752.640625,3753.25
EEGFp1,3762.6953125,3763.9140625
EEGFp1,3775.8984375,3776.7109375
EEGFp1,3780.5703125,3781.1796875
EEGFp1,3784.53125,3786.5625
EEGFp1,3797.328125,3798.546875
EEGFp1,3809.109375,3810.8359375
EEGFp1,3821.5,3822.109375
EEGFp1,3827.59375,3828.203125
EEGFp1,3840.390625,3842.3203125
EEGFp1,3847.296875,3848.109375
EEGFp1,3876.6484375,3878.2734375
EEGFp1,3881.9296875,3882.5390625
EEGFp1,3904.0703125,3905.1875
EEGFp1,3914.4296875,3915.0390625
EEGFp1,3925.6015625,3927.328125
EEGFp1,3941.546875,3942.2578125
EEGFp1,3947.640625,3949.265625
