Canale,isi_min(s)
EEGFp1,0.9140625
EEGFp1,1.1171875
EEGFp1,1.21875
EEGFp1,1.421875
EEGFp1,1.5234375
EEGFp1,1.9296875
EEGFp1,1.9296875
EEGFp1,2.3359375
EEGFp1,2.3359375
EEGFp1,2.4375
EEGFp1,2.4375
EEGFp1,2.640625
EEGFp1,2.7421875
EEGFp2,0.9140625
EEGFp2,1.1171875
EEGFp2,1.1171875
EEGFp2,1.625
EEGFp2,1.9296875
EEGFp2,2.03125
EEGFp2,2.03125
EEGFp2,2.3359375
EEGFp2,2.4375
EEGFp2,2.5390625
EEGFp2,2.640625
EEGFp2,2.7421875
EEGFp2,2.7421875
EEGF7,1.21875
EEGF7,1.21875
EEGF7,1.21875
EEGF7,1.21875
EEGF7,1.421875
EEGF7,1.625
EEGF7,1.625
EEGF7,2.03125
EEGF7,2.234375
EEGF7,2.3359375
EEGF7,2.3359375
EEGF7,2.5390625
EEGF3,1.015625
EEGF3,1.1171875
EEGF3,1.21875
EEGF3,1.3203125
EEGF3,1.421875
EEGF3,1.5234375
EEGF3,1.5234375
EEGF3,1.5234375
EEGF3,1.5234375
EEGF3,2.03125
EEGF3,2.03125
EEGF3,2.3359375
EEGF3,2.3359375
EEGFz,0.9140625
EEGFz,1.5234375
EEGFz,1.625
EEGFz,1.7265625
EEGFz,1.9296875
EEGFz,2.234375
EEGFz,2.234375
EEGFz,2.3359375
EEGFz,2.3359375
EEGFz,2.4375
EEGFz,2.7421875
EEGFz,2.84375
EEGFz,2.84375
EEGF4,1.015625
EEGF4,1.21875
EEGF4,1.421875
EEGF4,1.5234375
EEGF4,1.5234375
EEGF4,1.625
EEGF4,1.7265625
EEGF4,1.828125
EEGF4,1.9296875
EEGF4,1.9296875
EEGF4,2.03125
EEGF4,2.1328125
EEGF4,2.234375
EEGF4,2.3359375
EEGF4,2.3359375
EEGF4,2.3359375
EEGF4,2.5390625
EEGF8,1.625
EEGF8,2.234375
EEGF8,2.234375
EEGF8,2.3359375
EEGF8,2.640625
EEGF8,2.9453125
EEGF8,3.046875
EEGF8,3.25
EEGF8,3.25
EEGF8,3.3515625
EEGT3,4.0625
EEGC3,2.9453125
EEGC3,3.1484375
EEGC3,3.9609375
EEGC3,4.265625
EEGC3,4.5703125
EEGC3,4.5703125
EEGCz,1.625
EEGCz,2.03125
EEGCz,2.5390625
EEGCz,2.5390625
EEGCz,2.5390625
EEGCz,2.7421875
EEGCz,3.046875
EEGCz,3.25
EEGC4,3.25
EEGC4,3.5546875
EEGC4,3.9609375
EEGT4,15.7421875
EEGT5,2.234375
EEGT5,2.640625
EEGT5,3.453125
EEGP3,1.421875
EEGP3,2.84375
EEGP3,2.9453125
EEGPz,1.015625
EEGPz,1.421875
EEGPz,2.1328125
EEGPz,2.4375
EEGPz,3.25
EEGPz,3.453125
EEGP4,1.21875
EEGT6,118.1171875
EEGO1,1.3203125
EEGO1,4.1640625
EEGO2,1.7265625
