Canale,durata(s)
EEGFp1,1.015625
EEGFp1,0.609375
EEGFp2,0.609375
EEGFp2,0.609375
EEGF7,0.7109375
EEGF7,0.7109375
EEGF7,0.609375
EEGF7,0.7109375
EEGF7,0.8125
EEGF7,0.609375
EEGF7,0.609375
EEGF7,0.609375
EEGF7,0.609375
EEGF3,0.8125
EEGF3,0.609375
EEGF3,0.9140625
EEGF3,0.609375
EEGF3,0.609375
EEGF3,0.609375
EEGF3,0.609375
EEGFz,0.8125
EEGFz,1.21875
EEGFz,0.609375
EEGF4,0.609375
EEGF4,0.7109375
EEGF4,0.609375
EEGF4,0.7109375
EEGF4,0.609375
EEGF4,0.609375
EEGF8,0.609375
EEGF8,0.609375
EEGF8,0.7109375
EEGF8,0.7109375
EEGF8,0.609375
EEGF8,0.8125
EEGF8,0.609375
EEGF8,0.609375
EEGF8,0.9140625
EEGF8,0.609375
EEGF8,0.609375
EEGF8,1.015625
EEGF8,0.609375
EEGT3,0.609375
EEGT3,0.8125
EEGT3,0.8125
EEGT3,0.7109375
EEGT3,0.609375
EEGT3,1.015625
EEGT3,0.7109375
EEGT3,0.7109375
EEGC3,0.7109375
EEGC3,0.7109375
EEGC3,0.8125
EEGC3,0.8125
EEGC3,0.609375
EEGC3,0.609375
EEGC3,0.609375
EEGC3,0.7109375
EEGCz,0.8125
EEGCz,0.609375
EEGCz,0.609375
EEGCz,1.015625
EEGC4,0.609375
EEGC4,0.7109375
EEGC4,0.609375
EEGC4,0.609375
EEGC4,0.609375
EEGC4,0.609375
EEGC4,0.609375
EEGC4,1.7265625
EEGC4,0.609375
EEGC4,0.7109375
EEGC4,0.609375
EEGC4,0.609375
EEGC4,0.609375
EEGC4,0.7109375
EEGC4,0.7109375
EEGT4,0.609375
EEGT4,0.7109375
EEGT4,2.03125
EEGT4,0.7109375
EEGT4,0.7109375
EEGT4,0.7109375
EEGT4,0.609375
EEGT4,0.9140625
EEGT4,0.609375
EEGT4,0.609375
EEGT4,0.609375
EEGT4,0.609375
EEGT4,0.7109375
EEGT4,1.828125
EEGT4,1.015625
EEGT4,0.9140625
EEGT4,0.8125
EEGT4,0.609375
EEGT5,1.1171875
EEGT5,0.9140625
EEGT5,0.609375
EEGT5,0.609375
EEGT5,1.015625
EEGT5,0.7109375
EEGT5,0.609375
EEGT5,1.5234375
EEGT5,0.9140625
EEGT5,0.609375
EEGT5,0.609375
EEGT5,0.609375
EEGT5,0.9140625
EEGT5,0.609375
EEGT5,0.609375
EEGT5,0.609375
EEGT5,0.609375
EEGT5,0.609375
EEGT5,0.7109375
EEGP3,0.609375
EEGP3,0.609375
EEGP3,0.609375
EEGP3,0.7109375
EEGP3,0.609375
EEGPz,0.8125
EEGPz,0.7109375
EEGPz,0.609375
EEGPz,0.609375
EEGPz,0.609375
EEGPz,0.7109375
EEGPz,0.7109375
EEGPz,0.609375
EEGPz,0.8125
EEGPz,0.7109375
EEGPz,0.609375
EEGPz,0.7109375
EEGPz,0.7109375
EEGPz,0.609375
EEGP4,1.21875
EEGP4,0.7109375
EEGP4,0.609375
EEGP4,0.7109375
EEGP4,0.8125
EEGP4,0.7109375
EEGP4,0.9140625
EEGP4,0.609375
EEGP4,0.8125
EEGP4,0.7109375
EEGP4,0.609375
EEGT6,0.7109375
EEGT6,0.609375
EEGT6,0.8125
EEGT6,0.9140625
EEGT6,0.609375
EEGT6,0.609375
EEGT6,1.015625
EEGT6,0.7109375
EEGT6,0.609375
EEGT6,2.1328125
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.9140625
EEGT6,0.7109375
EEGT6,0.7109375
EEGT6,0.609375
EEGT6,0.7109375
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.7109375
EEGT6,0.609375
EEGT6,0.7109375
EEGT6,0.9140625
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.7109375
EEGT6,0.7109375
EEGT6,1.015625
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.8125
EEGT6,0.609375
EEGT6,0.609375
EEGT6,0.7109375
EEGT6,0.7109375
EEGO1,1.421875
EEGO1,0.7109375
EEGO1,0.7109375
EEGO1,0.8125
EEGO1,1.828125
EEGO1,0.8125
EEGO1,0.609375
EEGO1,0.609375
EEGO1,0.9140625
EEGO1,0.9140625
EEGO1,0.609375
EEGO1,0.609375
EEGO1,1.015625
EEGO1,0.609375
EEGO1,0.7109375
EEGO1,0.8125
EEGO1,0.8125
EEGO1,0.8125
EEGO1,0.609375
EEGO1,1.3203125
EEGO1,2.1328125
EEGO1,0.8125
EEGO1,0.609375
EEGO1,0.7109375
EEGO1,0.609375
EEGO1,0.609375
EEGO1,0.609375
EEGO1,0.609375
EEGO1,0.609375
EEGO1,0.609375
EEGO1,0.609375
EEGO1,0.609375
EEGO1,0.7109375
EEGO1,0.7109375
EEGO1,0.7109375
EEGO1,0.609375
EEGO1,1.015625
EEGO1,0.8125
EEGO1,0.609375
EEGO1,0.7109375
EEGO1,1.015625
EEGO1,1.1171875
EEGO1,0.609375
EEGO1,0.7109375
EEGO1,0.7109375
EEGO1,0.7109375
EEGO1,0.609375
EEGO1,0.7109375
EEGO1,0.609375
EEGO1,0.609375
EEGO1,0.609375
EEGO2,0.8125
EEGO2,0.609375
EEGO2,1.015625
EEGO2,0.7109375
EEGO2,0.7109375
EEGO2,0.609375
EEGO2,0.609375
EEGO2,0.8125
EEGO2,0.8125
EEGO2,0.609375
EEGO2,0.9140625
EEGO2,0.609375
EEGO2,0.7109375
EEGO2,0.609375
EEGO2,0.7109375
EEGO2,0.7109375
EEGO2,0.8125
EEGO2,0.609375
EEGO2,0.609375
EEGO2,0.7109375
EEGO2,0.609375
EEGO2,0.609375
EEGO2,0.609375
EEGO2,0.609375
EEGO2,0.609375
EEGO2,1.1171875
EEGO2,0.8125
EEGO2,0.8125
EEGO2,0.609375
EEGO2,0.609375
EEGO2,0.8125
EEGO2,0.7109375
EEGO2,0.7109375
EEGO2,1.3203125
EEGO2,0.609375
EEGO2,0.7109375
EEGO2,0.8125
EEGO2,2.1328125
EEGO2,0.609375
EEGO2,0.8125
EEGO2,0.8125
EEGO2,0.7109375
