Canale,isi_min(s)
EEGFp1,3.453125
EEGFp1,4.1640625
EEGFp1,4.265625
EEGFp1,4.5703125
EEGFp1,4.875
EEGFp1,4.9765625
EEGFp1,5.078125
EEGFp1,5.3828125
EEGFp2,2.7421875
EEGFp2,2.84375
EEGFp2,3.453125
EEGFp2,3.859375
EEGFp2,3.859375
EEGFp2,4.1640625
EEGFp2,4.265625
EEGFp2,4.7734375
EEGF7,1.21875
EEGF7,1.7265625
EEGF7,1.828125
EEGF7,2.7421875
EEGF7,2.7421875
EEGF7,2.84375
EEGF7,2.9453125
EEGF7,3.7578125
EEGF7,3.859375
EEGF7,3.9609375
EEGF7,4.0625
EEGF3,1.1171875
EEGF3,1.1171875
EEGF3,1.21875
EEGF3,1.421875
EEGF3,2.640625
EEGF3,2.7421875
EEGF3,2.84375
EEGF3,3.25
EEGF3,3.453125
EEGF3,3.5546875
EEGF3,3.5546875
EEGF3,3.65625
EEGF3,3.7578125
EEGF3,3.859375
EEGFz,45.703125
EEGF4,0.9140625
EEGF4,1.1171875
EEGF4,1.1171875
EEGF4,1.421875
EEGF4,1.625
EEGF4,2.03125
EEGF4,2.03125
EEGF4,2.1328125
EEGF4,2.640625
EEGF4,2.640625
EEGF4,2.7421875
EEGF4,2.7421875
EEGF4,2.84375
EEGF4,2.9453125
EEGF8,1.1171875
EEGF8,1.21875
EEGF8,2.5390625
EEGF8,2.9453125
EEGF8,3.7578125
EEGT3,1.21875
EEGT3,1.421875
EEGT3,8.125
EEGT3,8.328125
EEGC3,1.015625
EEGC3,1.015625
EEGC3,1.015625
EEGC3,1.3203125
EEGC3,1.625
EEGC3,1.7265625
EEGC3,1.9296875
EEGC3,2.234375
EEGC3,2.234375
EEGC3,2.4375
EEGC3,2.640625
EEGC3,2.640625
EEGC3,2.640625
EEGC3,2.7421875
EEGC3,2.84375
EEGC3,2.84375
EEGC3,2.84375
EEGC3,2.84375
EEGC3,2.84375
EEGCz,0.9140625
EEGCz,1.015625
EEGCz,1.1171875
EEGCz,1.828125
EEGCz,1.9296875
EEGCz,1.9296875
EEGCz,1.9296875
EEGCz,2.03125
EEGCz,2.03125
EEGCz,2.03125
EEGCz,2.1328125
EEGCz,2.1328125
EEGCz,2.5390625
EEGCz,2.640625
EEGCz,2.640625
EEGCz,2.640625
EEGCz,2.9453125
EEGCz,2.9453125
EEGCz,3.046875
EEGC4,5.078125
EEGC4,5.484375
EEGC4,12.2890625
EEGC4,12.390625
EEGC4,15.03125
EEGT4,39.9140625
EEGT5,1.5234375
EEGT5,8.734375
EEGT5,10.96875
EEGT5,11.578125
EEGP3,1.015625
EEGP3,1.7265625
EEGP3,2.234375
EEGP3,2.5390625
EEGP3,3.25
EEGP3,3.65625
EEGP3,4.7734375
EEGP3,4.875
EEGP3,5.078125
EEGP3,5.1796875
EEGPz,1.1171875
EEGPz,1.3203125
EEGPz,1.7265625
EEGPz,3.453125
EEGPz,3.9609375
EEGPz,4.46875
EEGPz,4.875
EEGPz,4.9765625
EEGP4,0.9140625
EEGP4,3.1484375
EEGP4,4.3671875
EEGP4,5.484375
EEGP4,5.9921875
EEGT6,1.625
EEGT6,1.9296875
EEGT6,2.3359375
EEGT6,3.65625
EEGT6,5.484375
EEGT6,9.4453125
EEGO1,1.21875
EEGO1,1.3203125
EEGO1,1.3203125
EEGO1,1.5234375
EEGO1,1.5234375
EEGO1,1.5234375
EEGO1,1.5234375
EEGO1,1.828125
EEGO1,1.828125
EEGO1,1.9296875
EEGO1,1.9296875
EEGO1,2.03125
EEGO1,2.234375
EEGO1,2.234375
EEGO1,2.3359375
EEGO2,0.9140625
EEGO2,1.015625
EEGO2,1.1171875
EEGO2,1.1171875
EEGO2,1.21875
EEGO2,1.3203125
EEGO2,1.421875
EEGO2,1.421875
EEGO2,1.421875
EEGO2,1.5234375
EEGO2,1.5234375
EEGO2,1.625
EEGO2,1.7265625
EEGO2,1.7265625
EEGO2,1.7265625
EEGO2,1.828125
EEGO2,1.828125
EEGO2,1.828125
EEGO2,1.9296875
EEGO2,1.9296875
EEGO2,1.9296875
EEGO2,2.03125
