Canale_SX,Canale_DX,Direzione,Ritardo(s)
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0.203125
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0.3046875
EEGFp1,EEGFp2,sx_dx,1.3203125
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0.1015625
EEGFp1,EEGFp2,sx_dx,0.1015625
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0.203125
EEGFp1,EEGFp2,sx_dx,0.1015625
EEGFp1,EEGFp2,sx_dx,0.1015625
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,sx_dx,0
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0.1015625
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0.1015625
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0.1015625
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0.9140625
EEGFp1,EEGFp2,dx_sx,0.40625
EEGFp1,EEGFp2,dx_sx,0.1015625
EEGFp1,EEGFp2,dx_sx,0
EEGFp1,EEGFp2,dx_sx,0.1015625
EEGFp1,EEGFp2,dx_sx,0
