Canale,isi_min(s)
EEGFp1,0.9140625
EEGFp1,1.421875
EEGFp1,1.421875
EEGFp1,1.625
EEGFp1,1.9296875
EEGFp1,2.234375
EEGFp1,2.3359375
EEGFp1,2.7421875
EEGFp1,2.7421875
EEGFp1,3.046875
EEGFp1,3.3515625
EEGFp2,1.015625
EEGFp2,1.1171875
EEGFp2,1.1171875
EEGFp2,1.21875
EEGFp2,1.3203125
EEGFp2,1.625
EEGFp2,1.625
EEGFp2,1.625
EEGFp2,1.828125
EEGFp2,1.828125
EEGFp2,2.1328125
EEGFp2,2.84375
EEGF7,1.1171875
EEGF7,1.625
EEGF7,1.828125
EEGF7,2.03125
EEGF7,4.0625
EEGF7,4.46875
EEGF3,0.9140625
EEGF3,1.421875
EEGF3,2.1328125
EEGF3,2.3359375
EEGF3,3.3515625
EEGFz,1.1171875
EEGFz,1.21875
EEGFz,1.7265625
EEGFz,1.828125
EEGFz,2.5390625
EEGFz,3.453125
EEGFz,4.0625
EEGF4,0.9140625
EEGF4,1.21875
EEGF4,2.234375
EEGF4,3.65625
EEGF4,3.9609375
EEGF4,4.1640625
EEGF8,1.625
EEGF8,4.5703125
EEGF8,4.7734375
EEGT3,3.7578125
EEGC3,1.015625
EEGC3,2.84375
EEGC3,2.9453125
EEGC3,3.453125
EEGCz,1.828125
EEGCz,3.7578125
EEGCz,5.6875
EEGC4,1.9296875
EEGC4,3.25
EEGC4,3.5546875
EEGT4,2.4375
EEGT4,3.25
EEGT5,2.1328125
EEGP3,1.015625
EEGP3,1.015625
EEGPz,1.21875
EEGPz,1.3203125
EEGPz,5.6875
EEGP4,1.015625
EEGP4,1.21875
EEGP4,1.3203125
EEGP4,2.4375
EEGT6,1.015625
EEGT6,1.3203125
EEGT6,1.3203125
EEGO1,0.9140625
EEGO1,1.015625
EEGO1,1.015625
EEGO1,1.015625
EEGO2,1.015625
EEGO2,1.015625
EEGO2,1.1171875
EEGO2,1.1171875
