Canale,isi_min(s)
EEGFp1,1.3203125
EEGFp1,3.5546875
EEGFp2,1.1171875
EEGFp2,3.3515625
EEGFp2,5.1796875
EEGF7,1.015625
EEGF7,2.234375
EEGF7,3.5546875
EEGF7,4.1640625
EEGF3,1.015625
EEGF3,2.4375
EEGF3,2.5390625
EEGF3,3.65625
EEGF3,4.671875
EEGF3,4.9765625
EEGF3,4.9765625
EEGFz,1.21875
EEGF4,0.9140625
EEGF4,1.21875
EEGF4,2.3359375
EEGF4,2.640625
EEGF4,2.7421875
EEGF4,3.046875
EEGF4,3.3515625
EEGF4,3.5546875
EEGF4,3.65625
EEGF8,4.3671875
EEGF8,5.078125
EEGF8,5.078125
EEGF8,5.484375
EEGT3,1.015625
EEGT3,7.0078125
EEGC3,2.9453125
EEGC3,4.0625
EEGC3,5.28125
EEGC3,5.6875
EEGCz,1.9296875
EEGCz,4.265625
EEGCz,6.8046875
EEGC4,5.6875
EEGC4,6.8046875
EEGC4,8.53125
EEGT4,20.0078125
EEGT4,23.2578125
EEGT5,3.9609375
EEGT5,4.671875
EEGP3,0.9140625
EEGP3,3.859375
EEGP3,7.8203125
EEGPz,1.21875
EEGPz,3.1484375
EEGPz,3.65625
EEGPz,3.9609375
EEGPz,4.3671875
EEGPz,4.46875
EEGPz,4.671875
EEGP4,1.9296875
EEGP4,3.25
EEGT6,3.5546875
EEGT6,8.125
EEGT6,9.546875
EEGO1,1.015625
EEGO1,1.1171875
EEGO1,1.21875
EEGO1,1.7265625
EEGO1,1.9296875
EEGO1,3.1484375
EEGO2,0.9140625
EEGO2,2.9453125
EEGO2,5.3828125
EEGO2,8.4296875
