Canale,Start_Time(s),End_Time(s)
EEGFp1,23.5703125,24.1796875
EEGFp1,33.828125,35.7578125
EEGFp1,47.640625,48.5546875
EEGFp1,66.8359375,68.15625
EEGFp1,71,71.7109375
EEGFp1,108.171875,109.8984375
EEGFp1,114.1640625,114.875
EEGFp1,126.046875,126.65625
EEGFp1,129.296875,129.90625
EEGFp1,133.765625,136.9140625
EEGFp1,150.828125,151.5390625
EEGFp1,152.65625,153.671875
EEGFp1,160.8828125,161.6953125
EEGFp1,169.4140625,171.34375
EEGFp1,175.3046875,176.015625
EEGFp1,189.3203125,190.4375
EEGFp1,192.7734375,193.484375
EEGFp1,200.6953125,201.40625
EEGFp1,221.0078125,221.8203125
EEGFp1,237.0546875,238.171875
EEGFp1,241.21875,243.65625
EEGFp1,248.9375,249.6484375
EEGFp1,260.515625,261.125
EEGFp1,286.109375,286.71875
EEGFp1,287.8359375,288.546875
EEGFp1,301.6484375,302.359375
EEGFp1,310.9921875,312.0078125
EEGFp1,316.171875,316.8828125
EEGFp1,322.671875,323.3828125
EEGFp1,326.734375,328.8671875
EEGFp1,336.5859375,338.515625
EEGFp1,345.1171875,346.03125
EEGFp1,354.2578125,356.390625
EEGFp1,371.625,372.3359375
EEGFp1,380.4609375,384.21875
EEGFp1,387.265625,389.3984375
EEGFp1,390.921875,392.4453125
EEGFp1,393.765625,396.3046875
EEGFp1,398.84375,399.453125
EEGFp1,414.1796875,416.109375
EEGFp1,422.9140625,423.828125
EEGFp1,427.28125,428.5
EEGFp1,458.765625,459.4765625
EEGFp1,464.859375,465.5703125
EEGFp1,466.890625,467.6015625
EEGFp1,471.2578125,472.375
EEGFp1,473.6953125,474.8125
EEGFp1,481.921875,484.765625
EEGFp1,490.453125,491.3671875
EEGFp1,493.6015625,494.2109375
EEGFp1,500.3046875,500.9140625
EEGFp1,502.1328125,502.7421875
EEGFp1,504.46875,505.28125
EEGFp1,507.2109375,508.2265625
EEGFp1,510.765625,511.4765625
EEGFp1,530.875,531.484375
EEGFp1,536.2578125,537.0703125
EEGFp1,541.1328125,541.7421875
EEGFp1,551.2890625,552.1015625
EEGFp1,555.25,556.265625
EEGFp1,561.4453125,562.359375
EEGFp1,573.0234375,573.734375
EEGFp1,574.953125,577.8984375
EEGFp1,589.6796875,591.203125
EEGFp1,601.5625,602.2734375
EEGFp1,603.796875,604.609375
EEGFp1,607.453125,608.0625
EEGFp1,617,619.234375
EEGFp1,620.1484375,621.1640625
EEGFp1,630.8125,631.5234375
EEGFp1,640.5625,641.171875
EEGFp1,657.21875,658.7421875
EEGFp1,660.46875,661.3828125
EEGFp1,667.375,668.1875
EEGFp1,671.5390625,672.453125
EEGFp1,679.0546875,679.6640625
EEGFp1,687.078125,694.1875
EEGFp1,702.6171875,704.953125
EEGFp1,709.7265625,710.3359375
EEGFp1,711.859375,716.4296875
EEGFp1,720.0859375,722.1171875
EEGFp1,728.4140625,730.6484375
EEGFp1,736.5390625,737.25
EEGFp1,752.9921875,754.3125
EEGFp1,766.1953125,767.0078125
EEGFp1,783.359375,783.96875
EEGFp1,884.3125,884.921875
EEGFp1,942.9140625,943.5234375
EEGFp1,984.453125,985.0625
EEGFp1,1037.7734375,1039.6015625
EEGFp1,1090.484375,1091.5
EEGFp1,1093.8359375,1094.4453125
EEGFp1,1101.859375,1102.46875
EEGFp1,1105.71875,1106.734375
EEGFp1,1124.609375,1125.828125
EEGFp1,1156.09375,1157.3125
EEGFp1,1163.5078125,1164.828125
EEGFp1,1170.6171875,1171.4296875
EEGFp1,1187.375,1188.390625
EEGFp1,1202.8125,1203.421875
EEGFp1,1207.6875,1208.703125
EEGFp1,1244.5546875,1245.265625
EEGFp1,1248.3125,1249.2265625
EEGFp1,1296.453125,1297.3671875
EEGFp1,1301.734375,1302.75
EEGFp1,1315.953125,1316.5625
EEGFp1,1317.6796875,1318.8984375
EEGFp1,1326.4140625,1327.125
EEGFp1,1333.828125,1334.640625
EEGFp1,1347.234375,1349.46875
EEGFp1,1354.4453125,1356.171875
EEGFp1,1357.0859375,1358.1015625
EEGFp1,1387.046875,1387.7578125
EEGFp1,1392.2265625,1393.546875
EEGFp1,1399.4375,1401.3671875
EEGFp1,1409.8984375,1410.7109375
EEGFp1,1416.296875,1417.109375
EEGFp1,1424.1171875,1425.3359375
EEGFp1,1433.0546875,1434.4765625
EEGFp1,1435.796875,1436.9140625
