Canale,isi_min(s)
EEGFp1,1.1171875
EEGFp1,2.7421875
EEGFp1,2.84375
EEGFp1,2.9453125
EEGFp1,3.046875
EEGFp1,3.7578125
EEGFp1,3.859375
EEGFp1,3.9609375
EEGFp2,2.84375
EEGFp2,3.3515625
EEGFp2,3.7578125
EEGFp2,3.7578125
EEGFp2,3.9609375
EEGFp2,4.671875
EEGFp2,5.28125
EEGFp2,5.3828125
EEGF7,3.1484375
EEGF3,3.3515625
EEGF3,3.453125
EEGF3,3.453125
EEGF3,3.5546875
EEGFz,1.015625
EEGFz,2.3359375
EEGFz,2.4375
EEGFz,2.84375
EEGFz,2.9453125
EEGFz,2.9453125
EEGFz,3.046875
EEGFz,3.1484375
EEGFz,3.25
EEGFz,3.453125
EEGF4,1.5234375
EEGF4,2.5390625
EEGF4,4.671875
EEGF8,6.6015625
EEGT3,3.1484375
EEGC3,1.5234375
EEGC3,1.5234375
EEGC3,1.7265625
EEGC3,1.9296875
EEGCz,0.9140625
EEGCz,0.9140625
EEGCz,0.9140625
EEGCz,1.3203125
EEGC4,0.9140625
EEGC4,0.9140625
EEGC4,1.21875
EEGT4,3.5546875
EEGT5,0.9140625
EEGT5,0.9140625
EEGT5,0.9140625
EEGT5,1.015625
EEGT5,1.1171875
EEGT5,1.1171875
EEGT5,1.1171875
EEGT5,1.3203125
EEGP3,0.9140625
EEGP3,0.9140625
EEGP3,1.3203125
EEGP3,1.421875
EEGP3,1.5234375
EEGP3,1.5234375
EEGPz,1.015625
EEGPz,2.9453125
EEGP4,0.9140625
EEGP4,1.7265625
EEGP4,2.234375
EEGP4,2.3359375
EEGP4,2.3359375
EEGT6,1.5234375
EEGT6,2.234375
EEGT6,3.046875
EEGT6,3.25
EEGO1,0.9140625
EEGO1,1.5234375
EEGO1,1.5234375
EEGO1,1.5234375
EEGO1,1.7265625
EEGO2,1.1171875
EEGO2,1.3203125
EEGO2,1.5234375
EEGO2,1.828125
EEGO2,2.3359375
