Canale,Start_Time(s),End_Time(s)
EEGFp1,23.0625,24.5859375
EEGFp1,29.96875,30.578125
EEGFp1,33.7265625,34.4375
EEGFp1,39.4140625,40.53125
EEGFp1,44.4921875,45.1015625
EEGFp1,49.265625,50.28125
EEGFp1,55.15625,55.765625
EEGFp1,68.96875,70.8984375
EEGFp1,74.9609375,75.671875
EEGFp1,76.7890625,78.3125
EEGFp1,82.8828125,86.1328125
EEGFp1,89.28125,91.4140625
EEGFp1,104.921875,105.734375
EEGFp1,109.0859375,112.1328125
EEGFp1,115.484375,123.7109375
EEGFp1,126.5546875,127.7734375
EEGFp1,130.71875,136.203125
EEGFp1,137.1171875,137.7265625
EEGFp1,142.703125,144.2265625
EEGFp1,153.7734375,155.703125
EEGFp1,157.6328125,158.8515625
EEGFp1,170.53125,171.4453125
EEGFp1,177.3359375,179.3671875
EEGFp1,181.09375,187.0859375
EEGFp1,188.7109375,189.421875
EEGFp1,197.75,198.5625
EEGFp1,199.78125,203.5390625
EEGFp1,204.65625,205.3671875
EEGFp1,206.9921875,209.9375
EEGFp1,211.0546875,214.40625
EEGFp1,215.3203125,216.234375
EEGFp1,217.9609375,219.6875
EEGFp1,222.2265625,223.75
EEGFp1,225.171875,227.609375
EEGFp1,234.0078125,234.71875
EEGFp1,238.8828125,240.3046875
EEGFp1,246.09375,246.703125
EEGFp1,247.921875,250.2578125
EEGFp1,253.7109375,254.625
EEGFp1,255.640625,257.0625
EEGFp1,260.109375,260.71875
EEGFp1,263.0546875,264.375
EEGFp1,271.6875,276.2578125
EEGFp1,281.84375,285.09375
EEGFp1,286.3125,288.0390625
EEGFp1,300.9375,301.75
EEGFp1,303.0703125,303.984375
EEGFp1,317.390625,321.453125
EEGFp1,328.359375,330.6953125
EEGFp1,332.421875,333.7421875
EEGFp1,337.5,342.171875
EEGFp1,344,348.265625
EEGFp1,354.15625,354.765625
EEGFp1,356.796875,360.5546875
EEGFp1,364.8203125,366.0390625
EEGFp1,369.390625,370.5078125
EEGFp1,377.71875,379.34375
EEGFp1,383,384.9296875
EEGFp1,386.65625,387.5703125
EEGFp1,399.25,400.0625
EEGFp1,405.34375,406.15625
EEGFp1,409,410.3203125
EEGFp1,411.7421875,414.1796875
EEGFp1,415.90625,420.2734375
EEGFp1,422.7109375,423.421875
EEGFp1,428.5,430.125
EEGFp1,431.75,433.8828125
EEGFp1,438.046875,441.1953125
EEGFp1,442.71875,444.2421875
EEGFp1,445.765625,446.375
EEGFp1,449.1171875,449.7265625
EEGFp1,451.9609375,452.7734375
EEGFp1,456.0234375,456.734375
EEGFp1,459.375,460.1875
EEGFp1,461.40625,462.015625
EEGFp1,467.8046875,471.96875
EEGFp1,472.984375,473.8984375
EEGFp1,476.03125,478.5703125
EEGFp1,481.921875,483.2421875
EEGFp1,487.609375,491.0625
EEGFp1,491.9765625,492.7890625
EEGFp1,497.0546875,497.6640625
EEGFp1,500.203125,505.6875
EEGFp1,509.2421875,509.8515625
EEGFp1,511.2734375,513.7109375
EEGFp1,514.9296875,517.671875
EEGFp1,521.9375,522.75
EEGFp1,530.1640625,531.6875
EEGFp1,533.8203125,534.53125
EEGFp1,537.0703125,538.1875
EEGFp1,540.9296875,541.84375
EEGFp1,544.5859375,545.6015625
EEGFp1,546.6171875,547.6328125
EEGFp1,556.9765625,557.5859375
EEGFp1,562.15625,564.796875
EEGFp1,566.21875,567.1328125
EEGFp1,575.765625,576.375
EEGFp1,580.03125,581.3515625
EEGFp1,584.5,586.53125
EEGFp1,589.2734375,590.4921875
EEGFp1,592.625,594.3515625
EEGFp1,598.4140625,600.2421875
EEGFp1,601.8671875,606.7421875
EEGFp1,607.859375,608.46875
EEGFp1,611.515625,614.765625
EEGFp1,622.1796875,622.7890625
EEGFp1,624.921875,626.0390625
EEGFp1,629.796875,630.609375
EEGFp1,632.640625,640.4609375
EEGFp1,641.4765625,643.1015625
EEGFp1,644.7265625,645.4375
EEGFp1,647.9765625,648.5859375
EEGFp1,652.0390625,652.6484375
EEGFp1,658.84375,659.453125
EEGFp1,662.3984375,663.0078125
EEGFp1,669.1015625,670.015625
EEGFp1,671.03125,671.640625
EEGFp1,673.875,675.1953125
EEGFp1,680.2734375,681.4921875
EEGFp1,682.7109375,683.7265625
EEGFp1,689.4140625,691.953125
EEGFp1,698.9609375,700.3828125
EEGFp1,701.296875,702.4140625
EEGFp1,705.0546875,706.2734375
EEGFp1,711.1484375,712.0625
EEGFp1,712.9765625,715.0078125
EEGFp1,718.4609375,720.2890625
EEGFp1,723.03125,723.640625
EEGFp1,724.65625,725.3671875
EEGFp1,726.484375,728.0078125
EEGFp1,731.2578125,731.96875
EEGFp1,739.078125,742.328125
EEGFp1,743.6484375,750.453125
EEGFp1,751.46875,756.953125
EEGFp1,758.578125,759.1875
EEGFp1,767.6171875,770.8671875
EEGFp1,772.8984375,775.640625
EEGFp1,777.7734375,783.5625
EEGFp1,785.390625,788.3359375
EEGFp1,790.0625,790.7734375
EEGFp1,796.8671875,799.5078125
