Canale,durata(s)
EEGFp1,1.015625
EEGFp1,0.609375
EEGFp1,1.3203125
EEGFp1,1.9296875
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,1.828125
EEGFp1,1.3203125
EEGFp1,0.8125
EEGFp1,1.828125
EEGFp1,1.1171875
EEGFp1,0.9140625
EEGFp1,0.609375
EEGFp1,2.1328125
EEGFp1,0.9140625
EEGFp1,0.9140625
EEGFp1,1.3203125
EEGFp1,0.8125
EEGFp1,2.9453125
EEGFp1,1.7265625
EEGFp1,1.21875
EEGFp1,1.625
EEGFp1,1.015625
EEGFp1,1.9296875
EEGFp1,1.015625
EEGFp1,1.1171875
EEGFp1,1.625
EEGFp1,0.7109375
EEGFp1,1.421875
EEGFp1,1.7265625
EEGFp1,0.609375
EEGFp1,1.421875
EEGFp1,0.609375
EEGFp1,2.03125
EEGFp1,1.9296875
EEGFp1,1.015625
EEGFp1,0.7109375
EEGFp1,1.5234375
EEGFp1,0.609375
EEGFp1,3.453125
EEGFp1,1.015625
EEGFp1,1.3203125
EEGFp1,1.015625
EEGFp1,1.21875
EEGFp1,1.7265625
EEGFp1,0.7109375
EEGFp1,1.21875
EEGFp1,0.8125
EEGFp1,1.5234375
EEGFp1,0.7109375
EEGFp1,2.03125
EEGFp1,1.828125
EEGFp1,1.7265625
EEGFp1,1.21875
EEGFp1,0.7109375
EEGFp1,1.1171875
EEGFp1,0.8125
EEGFp1,1.421875
EEGFp1,1.21875
EEGFp1,1.3203125
EEGFp1,1.421875
EEGFp1,1.21875
EEGFp1,0.7109375
EEGFp1,1.828125
EEGFp1,1.828125
EEGFp1,1.625
EEGFp1,0.7109375
EEGFp1,1.5234375
EEGFp1,0.9140625
EEGFp1,0.7109375
EEGFp1,1.3203125
EEGFp1,0.609375
EEGFp1,0.7109375
EEGFp1,0.7109375
EEGFp1,0.8125
EEGFp1,0.7109375
EEGFp1,1.1171875
EEGFp1,1.21875
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,0.9140625
EEGFp1,1.3203125
EEGFp1,0.7109375
EEGFp1,1.21875
EEGFp1,0.9140625
EEGFp1,0.609375
EEGFp1,1.015625
EEGFp1,1.3203125
EEGFp1,0.8125
EEGFp1,0.8125
EEGFp1,1.421875
EEGFp1,3.65625
EEGFp1,3.3515625
EEGFp1,1.1171875
EEGFp1,1.21875
EEGFp1,1.015625
EEGFp1,2.7421875
EEGFp1,0.609375
EEGFp1,1.015625
EEGFp1,1.21875
EEGFp1,1.3203125
EEGFp1,1.015625
EEGFp1,1.3203125
EEGFp1,1.9296875
EEGFp1,0.8125
EEGFp1,0.7109375
EEGFp1,0.8125
EEGFp1,1.015625
EEGFp1,0.9140625
EEGFp1,1.1171875
EEGFp1,0.8125
EEGFp1,1.1171875
EEGFp1,1.5234375
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,0.7109375
EEGFp1,1.1171875
EEGFp1,0.9140625
EEGFp1,1.3203125
EEGFp1,2.234375
EEGFp1,1.3203125
EEGFp1,0.8125
EEGFp1,0.8125
EEGFp1,0.9140625
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,0.609375
EEGFp1,1.828125
EEGFp1,0.609375
EEGFp1,1.3203125
EEGFp1,1.21875
EEGFp1,0.8125
EEGFp1,1.5234375
EEGFp1,1.7265625
EEGFp1,1.21875
EEGFp1,0.8125
EEGFp1,0.609375
EEGFp1,0.9140625
EEGFp1,0.7109375
EEGFp1,0.8125
EEGFp1,0.9140625
EEGFp1,1.7265625
EEGFp1,0.9140625
EEGFp1,0.609375
EEGFp1,0.7109375
EEGFp1,2.234375
EEGFp1,0.7109375
EEGFp1,0.8125
EEGFp1,1.1171875
EEGFp1,0.7109375
EEGFp1,1.015625
EEGFp1,1.3203125
EEGFp1,1.421875
EEGFp1,0.9140625
EEGFp1,1.1171875
EEGFp2,0.7109375
EEGFp2,1.1171875
EEGFp2,0.609375
EEGFp2,0.9140625
EEGFp2,1.1171875
EEGFp2,0.609375
EEGFp2,0.609375
EEGFp2,1.3203125
EEGFp2,0.609375
EEGFp2,0.8125
EEGFp2,0.8125
EEGFp2,1.625
EEGFp2,1.3203125
EEGFp2,0.8125
EEGFp2,1.828125
EEGFp2,0.9140625
EEGFp2,0.7109375
EEGFp2,2.1328125
EEGFp2,1.1171875
EEGFp2,1.3203125
EEGFp2,1.1171875
EEGFp2,1.3203125
EEGFp2,2.7421875
EEGFp2,0.7109375
EEGFp2,0.9140625
EEGFp2,0.8125
EEGFp2,0.609375
EEGFp2,1.21875
EEGFp2,1.7265625
EEGFp2,2.03125
EEGFp2,1.828125
EEGFp2,0.7109375
EEGFp2,2.1328125
EEGFp2,1.3203125
EEGFp2,0.9140625
EEGFp2,1.421875
EEGFp2,1.3203125
EEGFp2,1.7265625
EEGFp2,0.9140625
EEGFp2,0.609375
EEGFp2,0.7109375
EEGFp2,1.015625
EEGFp2,2.03125
EEGFp2,2.640625
EEGFp2,1.5234375
EEGFp2,2.1328125
EEGFp2,1.5234375
EEGFp2,1.625
EEGFp2,0.609375
EEGFp2,1.1171875
EEGFp2,1.21875
EEGFp2,1.015625
EEGFp2,1.1171875
EEGFp2,2.234375
EEGFp2,1.21875
EEGFp2,0.9140625
EEGFp2,1.625
EEGFp2,1.421875
EEGFp2,2.234375
EEGFp2,1.421875
EEGFp2,1.421875
EEGFp2,0.609375
EEGFp2,0.8125
EEGFp2,1.1171875
EEGFp2,1.1171875
EEGFp2,0.7109375
EEGFp2,1.21875
EEGFp2,0.7109375
EEGFp2,0.7109375
EEGFp2,0.609375
EEGFp2,1.9296875
EEGFp2,3.5546875
EEGFp2,1.1171875
EEGFp2,1.1171875
EEGFp2,1.3203125
EEGFp2,0.8125
EEGFp2,2.234375
EEGFp2,1.015625
EEGFp2,0.9140625
EEGFp2,0.7109375
EEGFp2,1.3203125
EEGFp2,0.7109375
EEGFp2,0.8125
EEGFp2,0.7109375
EEGFp2,1.1171875
EEGFp2,1.015625
EEGFp2,1.015625
EEGFp2,0.9140625
EEGFp2,0.8125
EEGFp2,0.9140625
EEGFp2,0.9140625
EEGFp2,2.7421875
EEGFp2,1.421875
EEGFp2,1.7265625
EEGFp2,1.21875
EEGFp2,1.828125
EEGFp2,1.421875
EEGFp2,0.8125
EEGFp2,1.21875
EEGFp2,0.8125
EEGFp2,0.9140625
EEGFp2,0.9140625
EEGFp2,2.7421875
EEGFp2,1.3203125
EEGFp2,0.9140625
EEGFp2,1.015625
EEGFp2,1.5234375
EEGFp2,2.4375
EEGFp2,0.609375
EEGFp2,0.7109375
EEGFp2,0.8125
EEGFp2,2.3359375
EEGFp2,2.234375
EEGFp2,1.3203125
EEGFp2,0.7109375
EEGFp2,0.609375
EEGFp2,0.8125
EEGFp2,0.7109375
EEGFp2,1.21875
EEGFp2,1.015625
EEGFp2,1.7265625
EEGFp2,1.21875
EEGFp2,0.7109375
EEGFp2,1.625
EEGFp2,0.9140625
EEGFp2,0.609375
EEGFp2,1.625
EEGFp2,0.9140625
EEGFp2,1.015625
EEGFp2,1.015625
EEGFp2,1.5234375
EEGFp2,0.7109375
EEGFp2,1.015625
EEGFp2,0.609375
EEGFp2,3.1484375
EEGFp2,0.7109375
EEGFp2,2.4375
EEGFp2,0.7109375
EEGFp2,0.9140625
EEGFp2,0.8125
EEGFp2,0.609375
EEGFp2,1.21875
EEGFp2,1.421875
EEGFp2,1.015625
EEGFp2,0.8125
EEGFp2,2.5390625
EEGFp2,0.8125
EEGFp2,0.7109375
EEGFp2,0.8125
EEGFp2,0.7109375
EEGFp2,0.7109375
EEGFp2,0.609375
EEGFp2,0.609375
EEGFp2,0.609375
EEGFp2,0.609375
EEGFp2,0.7109375
EEGFp2,0.609375
EEGFp2,1.3203125
EEGFp2,1.3203125
EEGFp2,0.7109375
EEGFp2,0.609375
EEGFp2,0.7109375
EEGFp2,0.609375
EEGFp2,0.8125
EEGFp2,0.609375
EEGFp2,1.21875
EEGF7,0.609375
EEGF7,1.9296875
EEGF7,0.7109375
EEGF7,1.1171875
EEGF7,0.8125
EEGF7,0.7109375
EEGF7,1.3203125
EEGF7,0.8125
EEGF7,0.7109375
EEGF7,0.9140625
EEGF7,1.7265625
EEGF7,1.1171875
EEGF7,1.625
EEGF7,0.8125
EEGF7,1.828125
EEGF7,0.9140625
EEGF7,0.7109375
EEGF7,0.7109375
EEGF7,1.1171875
EEGF7,1.1171875
EEGF7,0.7109375
EEGF7,0.7109375
EEGF7,1.015625
EEGF7,1.21875
EEGF7,0.7109375
EEGF7,0.8125
EEGF7,0.9140625
EEGF7,0.8125
EEGF7,1.3203125
EEGF7,1.1171875
EEGF7,0.9140625
EEGF7,1.015625
EEGF7,1.5234375
EEGF7,0.9140625
EEGF7,0.609375
EEGF7,0.7109375
EEGF7,1.421875
EEGF7,0.8125
EEGF7,0.609375
EEGF7,1.5234375
EEGF7,1.7265625
EEGF7,0.609375
EEGF7,1.015625
EEGF7,0.609375
EEGF7,0.8125
EEGF7,1.21875
EEGF7,0.9140625
EEGF7,0.7109375
EEGF7,1.3203125
EEGF7,1.3203125
EEGF7,1.3203125
EEGF7,0.609375
EEGF7,0.7109375
EEGF7,2.234375
EEGF7,1.21875
EEGF7,1.1171875
EEGF7,0.609375
EEGF7,1.015625
EEGF7,1.1171875
EEGF7,0.8125
EEGF7,1.015625
EEGF7,0.7109375
EEGF7,1.21875
EEGF7,0.8125
EEGF7,0.609375
EEGF7,1.3203125
EEGF7,0.609375
EEGF7,0.609375
EEGF7,0.9140625
EEGF7,0.9140625
EEGF7,0.609375
EEGF7,2.03125
EEGF7,0.7109375
EEGF7,1.9296875
EEGF7,0.609375
EEGF7,0.609375
EEGF7,0.609375
EEGF7,0.609375
EEGF7,0.7109375
EEGF7,0.8125
EEGF7,0.9140625
EEGF7,0.7109375
EEGF7,0.7109375
EEGF7,1.3203125
EEGF7,0.7109375
EEGF7,1.015625
EEGF7,0.609375
EEGF3,0.609375
EEGF3,0.609375
EEGF3,0.609375
EEGF3,0.7109375
